J-Date,Date,Weekday,Symbol,Open
1396-08-29,11/20/2017,Monday,سکه امامی,14285000
1396-08-30,11/21/2017,Tuesday,سکه امامی,14506000
1396-09-01,11/22/2017,Wednesday,سکه امامی,14130000
1396-09-03,11/24/2017,Friday,سکه امامی,13818000
1396-09-04,11/25/2017,Saturday,سکه امامی,13657000
1396-09-05,11/26/2017,Sunday,سکه امامی,13660000
1396-09-06,11/27/2017,Monday,سکه امامی,13588000
1396-09-07,11/28/2017,Tuesday,سکه امامی,13568000
1396-09-08,11/29/2017,Wednesday,سکه امامی,13804000
1396-09-10,12/1/2017,Friday,سکه امامی,13805000
1396-09-11,12/2/2017,Saturday,سکه امامی,13948000
1396-09-12,12/3/2017,Sunday,سکه امامی,13920000
1396-09-13,12/4/2017,Monday,سکه امامی,14358000
1396-09-14,12/5/2017,Tuesday,سکه امامی,14145000
1396-09-15,12/6/2017,Wednesday,سکه امامی,14170000
1396-09-17,12/8/2017,Friday,سکه امامی,13960000
1396-09-18,12/9/2017,Saturday,سکه امامی,14180000
1396-09-19,12/10/2017,Sunday,سکه امامی,14095000
1396-09-20,12/11/2017,Monday,سکه امامی,14117000
1396-09-21,12/12/2017,Tuesday,سکه امامی,14129000
1396-09-22,12/13/2017,Wednesday,سکه امامی,14155000
1396-09-24,12/15/2017,Friday,سکه امامی,14122000
1396-09-25,12/16/2017,Saturday,سکه امامی,13982000
1396-09-26,12/17/2017,Sunday,سکه امامی,13850000
1396-09-27,12/18/2017,Monday,سکه امامی,13942000
1396-09-28,12/19/2017,Tuesday,سکه امامی,13915000
1396-09-29,12/20/2017,Wednesday,سکه امامی,13905000
1396-10-01,12/22/2017,Friday,سکه امامی,13950000
1396-10-02,12/23/2017,Saturday,سکه امامی,13962000
1396-10-03,12/24/2017,Sunday,سکه امامی,13953000
1396-10-04,12/25/2017,Monday,سکه امامی,13972000
1396-10-05,12/26/2017,Tuesday,سکه امامی,14078000
1396-10-06,12/27/2017,Wednesday,سکه امامی,14125000
1396-10-08,12/29/2017,Friday,سکه امامی,14213000
1396-10-09,12/30/2017,Saturday,سکه امامی,14474000
1396-10-10,12/31/2017,Sunday,سکه امامی,14555000
1396-10-11,1/1/2018,Monday,سکه امامی,14855000
1396-10-12,1/2/2018,Tuesday,سکه امامی,14992500
1396-10-13,1/3/2018,Wednesday,سکه امامی,15015000
1396-10-15,1/5/2018,Friday,سکه امامی,14635000
1396-10-16,1/6/2018,Saturday,سکه امامی,14700000
1396-10-17,1/7/2018,Sunday,سکه امامی,14675000
1396-10-18,1/8/2018,Monday,سکه امامی,14703000
1396-10-19,1/9/2018,Tuesday,سکه امامی,14725000
1396-10-20,1/10/2018,Wednesday,سکه امامی,14950000
1396-10-22,1/12/2018,Friday,سکه امامی,14850000
1396-10-23,1/13/2018,Saturday,سکه امامی,15020000
1396-10-24,1/14/2018,Sunday,سکه امامی,14872000
1396-10-25,1/15/2018,Monday,سکه امامی,14935000
1396-10-26,1/16/2018,Tuesday,سکه امامی,15005000
1396-10-27,1/17/2018,Wednesday,سکه امامی,15135000
1396-10-29,1/19/2018,Friday,سکه امامی,15050000
1396-10-30,1/20/2018,Saturday,سکه امامی,15205000
1396-11-01,1/21/2018,Sunday,سکه امامی,15285000
1396-11-02,1/22/2018,Monday,سکه امامی,15290000
1396-11-03,1/23/2018,Tuesday,سکه امامی,15200000
1396-11-04,1/24/2018,Wednesday,سکه امامی,15225000
1396-11-06,1/26/2018,Friday,سکه امامی,14885000
1396-11-07,1/27/2018,Saturday,سکه امامی,14770000
1396-11-08,1/28/2018,Sunday,سکه امامی,14910000
1396-11-09,1/29/2018,Monday,سکه امامی,14785000
1396-11-10,1/30/2018,Tuesday,سکه امامی,14925000
1396-11-11,1/31/2018,Wednesday,سکه امامی,15145000
1396-11-13,2/2/2018,Friday,سکه امامی,14975000
1396-11-14,2/3/2018,Saturday,سکه امامی,15100000
1396-11-15,2/4/2018,Sunday,سکه امامی,15190000
1396-11-16,2/5/2018,Monday,سکه امامی,15245000
1396-11-17,2/6/2018,Tuesday,سکه امامی,15195000
1396-11-18,2/7/2018,Wednesday,سکه امامی,15215000
1396-11-20,2/9/2018,Friday,سکه امامی,15255000
1396-11-21,2/10/2018,Saturday,سکه امامی,15495000
1396-11-22,2/11/2018,Sunday,سکه امامی,15430000
1396-11-23,2/12/2018,Monday,سکه امامی,15790000
1396-11-24,2/13/2018,Tuesday,سکه امامی,15955000
1396-11-25,2/14/2018,Wednesday,سکه امامی,15665000
1396-11-27,2/16/2018,Friday,سکه امامی,15632500
1396-11-28,2/17/2018,Saturday,سکه امامی,15130000
1396-11-29,2/18/2018,Sunday,سکه امامی,15015000
1396-12-01,2/20/2018,Tuesday,سکه امامی,14857500
1396-12-02,2/21/2018,Wednesday,سکه امامی,14770000
1396-12-03,2/22/2018,Thursday,سکه امامی,14791000
1396-12-04,2/23/2018,Friday,سکه امامی,14794000
1396-12-05,2/24/2018,Saturday,سکه امامی,15090000
1396-12-06,2/25/2018,Sunday,سکه امامی,15400000
1396-12-07,2/26/2018,Monday,سکه امامی,15420000
1396-12-08,2/27/2018,Tuesday,سکه امامی,15421000
1396-12-09,2/28/2018,Wednesday,سکه امامی,15530500
1396-12-10,3/1/2018,Thursday,سکه امامی,15536000
1396-12-11,3/2/2018,Friday,سکه امامی,15531000
1396-12-12,3/3/2018,Saturday,سکه امامی,15700000
1396-12-13,3/4/2018,Sunday,سکه امامی,15916000
1396-12-14,3/5/2018,Monday,سکه امامی,15949000
1396-12-15,3/6/2018,Tuesday,سکه امامی,15860000
1396-12-16,3/7/2018,Wednesday,سکه امامی,15871000
1396-12-17,3/8/2018,Thursday,سکه امامی,15813000
1396-12-18,3/9/2018,Friday,سکه امامی,15843000
1396-12-19,3/10/2018,Saturday,سکه امامی,15760000
1396-12-20,3/11/2018,Sunday,سکه امامی,15823000
1396-12-21,3/12/2018,Monday,سکه امامی,15993000
1396-12-22,3/13/2018,Tuesday,سکه امامی,16143000
1396-12-23,3/14/2018,Wednesday,سکه امامی,16395000
1396-12-25,3/16/2018,Friday,سکه امامی,16315000
1396-12-26,3/17/2018,Saturday,سکه امامی,16020000
1396-12-27,3/18/2018,Sunday,سکه امامی,16120000
1396-12-28,3/19/2018,Monday,سکه امامی,16160000
1397-01-01,3/21/2018,Wednesday,سکه امامی,16153000
1397-01-04,3/24/2018,Saturday,سکه امامی,16361000
1397-01-05,3/25/2018,Sunday,سکه امامی,16600000
1397-01-06,3/26/2018,Monday,سکه امامی,17025000
1397-01-07,3/27/2018,Tuesday,سکه امامی,17100000
1397-01-08,3/28/2018,Wednesday,سکه امامی,17075000
1397-01-13,4/2/2018,Monday,سکه امامی,17200000
1397-01-14,4/3/2018,Tuesday,سکه امامی,17310000
1397-01-15,4/4/2018,Wednesday,سکه امامی,17390000
1397-01-16,4/5/2018,Thursday,سکه امامی,17390000
1397-01-17,4/6/2018,Friday,سکه امامی,17560000
1397-01-18,4/7/2018,Saturday,سکه امامی,18050000
1397-01-19,4/8/2018,Sunday,سکه امامی,19400000
1397-01-20,4/9/2018,Monday,سکه امامی,18500000
1397-01-21,4/10/2018,Tuesday,سکه امامی,17410000
1397-01-22,4/11/2018,Wednesday,سکه امامی,17930000
1397-01-23,4/12/2018,Thursday,سکه امامی,17850000
1397-01-25,4/14/2018,Saturday,سکه امامی,17800000
1397-01-26,4/15/2018,Sunday,سکه امامی,17830000
1397-01-27,4/16/2018,Monday,سکه امامی,18530000
1397-01-28,4/17/2018,Tuesday,سکه امامی,18060000
1397-01-29,4/18/2018,Wednesday,سکه امامی,18410000
1397-01-30,4/19/2018,Thursday,سکه امامی,18290000
1397-01-31,4/20/2018,Friday,سکه امامی,18250000
1397-02-01,4/21/2018,Saturday,سکه امامی,18300000
1397-02-02,4/22/2018,Sunday,سکه امامی,18190000
1397-02-03,4/23/2018,Monday,سکه امامی,17850000
1397-02-04,4/24/2018,Tuesday,سکه امامی,17700000
1397-02-05,4/25/2018,Wednesday,سکه امامی,17600000
1397-02-06,4/26/2018,Thursday,سکه امامی,17670000
1397-02-07,4/27/2018,Friday,سکه امامی,17700000
1397-02-08,4/28/2018,Saturday,سکه امامی,18050000
1397-02-09,4/29/2018,Sunday,سکه امامی,18490000
1397-02-10,4/30/2018,Monday,سکه امامی,18800000
1397-02-11,5/1/2018,Tuesday,سکه امامی,19080000
1397-02-12,5/2/2018,Wednesday,سکه امامی,19230000
1397-02-13,5/3/2018,Thursday,سکه امامی,19660000
1397-02-14,5/4/2018,Friday,سکه امامی,19820000
1397-02-15,5/5/2018,Saturday,سکه امامی,20470000
1397-02-16,5/6/2018,Sunday,سکه امامی,20245000
1397-02-17,5/7/2018,Monday,سکه امامی,19400000
1397-02-18,5/8/2018,Tuesday,سکه امامی,20105000
1397-02-19,5/9/2018,Wednesday,سکه امامی,20260000
1397-02-20,5/10/2018,Thursday,سکه امامی,21060000
1397-02-21,5/11/2018,Friday,سکه امامی,21155000
1397-02-22,5/12/2018,Saturday,سکه امامی,20405000
1397-02-23,5/13/2018,Sunday,سکه امامی,19665000
1397-02-24,5/14/2018,Monday,سکه امامی,19050000
1397-02-25,5/15/2018,Tuesday,سکه امامی,19175000
1397-02-26,5/16/2018,Wednesday,سکه امامی,19465000
1397-02-27,5/17/2018,Thursday,سکه امامی,19760000
1397-02-28,5/18/2018,Friday,سکه امامی,19745000
1397-02-29,5/19/2018,Saturday,سکه امامی,19320000
1397-02-30,5/20/2018,Sunday,سکه امامی,19535000
1397-02-31,5/21/2018,Monday,سکه امامی,19975000
1397-03-01,5/22/2018,Tuesday,سکه امامی,20090000
1397-03-02,5/23/2018,Wednesday,سکه امامی,20080000
1397-03-03,5/24/2018,Thursday,سکه امامی,20220000
1397-03-04,5/25/2018,Friday,سکه امامی,20310000
1397-03-05,5/26/2018,Saturday,سکه امامی,20325000
1397-03-06,5/27/2018,Sunday,سکه امامی,20540000
1397-03-07,5/28/2018,Monday,سکه امامی,20950000
1397-03-08,5/29/2018,Tuesday,سکه امامی,21525000
1397-03-09,5/30/2018,Wednesday,سکه امامی,21520000
1397-03-10,5/31/2018,Thursday,سکه امامی,21560000
1397-03-11,6/1/2018,Friday,سکه امامی,21485000
1397-03-12,6/2/2018,Saturday,سکه امامی,21350000
1397-03-13,6/3/2018,Sunday,سکه امامی,21760000
1397-03-14,6/4/2018,Monday,سکه امامی,21950000
1397-03-15,6/5/2018,Tuesday,سکه امامی,22190000
1397-03-16,6/6/2018,Wednesday,سکه امامی,22100000
1397-03-17,6/7/2018,Thursday,سکه امامی,22445000
1397-03-18,6/8/2018,Friday,سکه امامی,22220000
1397-03-19,6/9/2018,Saturday,سکه امامی,23345000
1397-03-20,6/10/2018,Sunday,سکه امامی,24560000
1397-03-21,6/11/2018,Monday,سکه امامی,24745000
1397-03-22,6/12/2018,Tuesday,سکه امامی,25320000
1397-03-23,6/13/2018,Wednesday,سکه امامی,25135000
1397-03-24,6/14/2018,Thursday,سکه امامی,23945000
1397-03-25,6/15/2018,Friday,سکه امامی,23875000
1397-03-26,6/16/2018,Saturday,سکه امامی,23840000
1397-03-27,6/17/2018,Sunday,سکه امامی,24520000
1397-03-28,6/18/2018,Monday,سکه امامی,24945000
1397-03-29,6/19/2018,Tuesday,سکه امامی,25210000
1397-03-30,6/20/2018,Wednesday,سکه امامی,25595000
1397-03-31,6/21/2018,Thursday,سکه امامی,25830000
1397-04-01,6/22/2018,Friday,سکه امامی,25910000
1397-04-02,6/23/2018,Saturday,سکه امامی,28035000
1397-04-03,6/24/2018,Sunday,سکه امامی,29560000
1397-04-04,6/25/2018,Monday,سکه امامی,28310000
1397-04-05,6/26/2018,Tuesday,سکه امامی,28360000
1397-04-06,6/27/2018,Wednesday,سکه امامی,28915000
1397-04-07,6/28/2018,Thursday,سکه امامی,29175000
1397-04-08,6/29/2018,Friday,سکه امامی,29125000
1397-04-09,6/30/2018,Saturday,سکه امامی,28610000
1397-04-10,7/1/2018,Sunday,سکه امامی,30135000
1397-04-11,7/2/2018,Monday,سکه امامی,29780000
1397-04-12,7/3/2018,Tuesday,سکه امامی,29505000
1397-04-13,7/4/2018,Wednesday,سکه امامی,28690000
1397-04-14,7/5/2018,Thursday,سکه امامی,27860000
1397-04-15,7/6/2018,Friday,سکه امامی,28815000
1397-04-16,7/7/2018,Saturday,سکه امامی,28940000
1397-04-17,7/8/2018,Sunday,سکه امامی,28700000
1397-04-18,7/9/2018,Monday,سکه امامی,28460000
1397-04-19,7/10/2018,Tuesday,سکه امامی,27375000
1397-04-20,7/11/2018,Wednesday,سکه امامی,26700000
1397-04-21,7/12/2018,Thursday,سکه امامی,27110000
1397-04-22,7/13/2018,Friday,سکه امامی,27050000
1397-04-23,7/14/2018,Saturday,سکه امامی,28685000
1397-04-24,7/15/2018,Sunday,سکه امامی,28295000
1397-04-25,7/16/2018,Monday,سکه امامی,27325000
1397-04-26,7/17/2018,Tuesday,سکه امامی,28925000
1397-04-27,7/18/2018,Wednesday,سکه امامی,28950000
1397-04-28,7/19/2018,Thursday,سکه امامی,30015000
1397-04-29,7/20/2018,Friday,سکه امامی,29890000
1397-04-30,7/21/2018,Saturday,سکه امامی,31800000
1397-04-31,7/22/2018,Sunday,سکه امامی,32885000
1397-05-01,7/23/2018,Monday,سکه امامی,33925000
1397-05-02,7/24/2018,Tuesday,سکه امامی,34100000
1397-05-03,7/25/2018,Wednesday,سکه امامی,33680000
1397-05-04,7/26/2018,Thursday,سکه امامی,35200000
1397-05-05,7/27/2018,Friday,سکه امامی,35400000
1397-05-06,7/28/2018,Saturday,سکه امامی,39100000
1397-05-07,7/29/2018,Sunday,سکه امامی,44210000
1397-05-08,7/30/2018,Monday,سکه امامی,40850000
1397-05-09,7/31/2018,Tuesday,سکه امامی,39040000
1397-05-10,8/1/2018,Wednesday,سکه امامی,37850000
1397-05-11,8/2/2018,Thursday,سکه امامی,40550000
1397-05-12,8/3/2018,Friday,سکه امامی,39350000
1397-05-13,8/4/2018,Saturday,سکه امامی,36900000
1397-05-14,8/5/2018,Sunday,سکه امامی,36750000
1397-05-15,8/6/2018,Monday,سکه امامی,34350000
1397-05-16,8/7/2018,Tuesday,سکه امامی,30550000
1397-05-17,8/8/2018,Wednesday,سکه امامی,38300000
1397-05-18,8/9/2018,Thursday,سکه امامی,38400000
1397-05-19,8/10/2018,Friday,سکه امامی,38500000
1397-05-20,8/11/2018,Saturday,سکه امامی,38300000
1397-05-21,8/12/2018,Sunday,سکه امامی,37010000
1397-05-22,8/13/2018,Monday,سکه امامی,38930000
1397-05-23,8/14/2018,Tuesday,سکه امامی,38600000
1397-05-24,8/15/2018,Wednesday,سکه امامی,37750000
1397-05-25,8/16/2018,Thursday,سکه امامی,38100000
1397-05-26,8/17/2018,Friday,سکه امامی,38200000
1397-05-27,8/18/2018,Saturday,سکه امامی,36880000
1397-05-28,8/19/2018,Sunday,سکه امامی,37930000
1397-05-29,8/20/2018,Monday,سکه امامی,38190000
1397-05-30,8/21/2018,Tuesday,سکه امامی,38880000
1397-05-31,8/22/2018,Wednesday,سکه امامی,38750000
1397-06-01,8/23/2018,Thursday,سکه امامی,38280000
1397-06-02,8/24/2018,Friday,سکه امامی,38280000
1397-06-03,8/25/2018,Saturday,سکه امامی,38050000
1397-06-04,8/26/2018,Sunday,سکه امامی,38650000
1397-06-05,8/27/2018,Monday,سکه امامی,40200000
1397-06-06,8/28/2018,Tuesday,سکه امامی,40300000
1397-06-07,8/29/2018,Wednesday,سکه امامی,40490000
1397-06-08,8/30/2018,Thursday,سکه امامی,40550000
1397-06-09,8/31/2018,Friday,سکه امامی,40450000
1397-06-10,9/1/2018,Saturday,سکه امامی,42140000
1397-06-11,9/2/2018,Sunday,سکه امامی,44750000
1397-06-12,9/3/2018,Monday,سکه امامی,45500000
1397-06-13,9/4/2018,Tuesday,سکه امامی,46400000
1397-06-14,9/5/2018,Wednesday,سکه امامی,45250000
1397-06-15,9/6/2018,Thursday,سکه امامی,43600000
1397-06-16,9/7/2018,Friday,سکه امامی,44150000
1397-06-17,9/8/2018,Saturday,سکه امامی,40850000
1397-06-18,9/9/2018,Sunday,سکه امامی,42200000
1397-06-19,9/10/2018,Monday,سکه امامی,44600000
1397-06-20,9/11/2018,Tuesday,سکه امامی,43550000
1397-06-21,9/12/2018,Wednesday,سکه امامی,44510000
1397-06-22,9/13/2018,Thursday,سکه امامی,44150000
1397-06-23,9/14/2018,Friday,سکه امامی,43800000
1397-06-24,9/15/2018,Saturday,سکه امامی,44830000
1397-06-25,9/16/2018,Sunday,سکه امامی,45400000
1397-06-26,9/17/2018,Monday,سکه امامی,45280000
1397-06-27,9/18/2018,Tuesday,سکه امامی,45970000
1397-06-29,9/20/2018,Thursday,سکه امامی,45690000
1397-06-30,9/21/2018,Friday,سکه امامی,44700000
1397-06-31,9/22/2018,Saturday,سکه امامی,44950000
1397-07-01,9/23/2018,Sunday,سکه امامی,46620000
1397-07-02,9/24/2018,Monday,سکه امامی,47300000
1397-07-03,9/25/2018,Tuesday,سکه امامی,48900000
1397-07-04,9/26/2018,Wednesday,سکه امامی,53200000
1397-07-05,9/27/2018,Thursday,سکه امامی,50700000
1397-07-06,9/28/2018,Friday,سکه امامی,50700000
1397-07-07,9/29/2018,Saturday,سکه امامی,50500000
1397-07-08,9/30/2018,Sunday,سکه امامی,50100000
1397-07-09,10/1/2018,Monday,سکه امامی,44250000
1397-07-10,10/2/2018,Tuesday,سکه امامی,44250000
1397-07-11,10/3/2018,Wednesday,سکه امامی,41710000
1397-07-13,10/5/2018,Friday,سکه امامی,40010000
1397-07-14,10/6/2018,Saturday,سکه امامی,44050000
1397-07-15,10/7/2018,Sunday,سکه امامی,38500000
1397-07-16,10/8/2018,Monday,سکه امامی,41050000
1397-07-17,10/9/2018,Tuesday,سکه امامی,46760000
1397-07-18,10/10/2018,Wednesday,سکه امامی,45160000
1397-07-20,10/12/2018,Friday,سکه امامی,43885000
1397-07-21,10/13/2018,Saturday,سکه امامی,42810000
1397-08-18,11/9/2018,Friday,سکه امامی,45500000
1397-08-19,11/10/2018,Saturday,سکه امامی,43750000
1397-08-20,11/11/2018,Sunday,سکه امامی,43000000
1397-08-21,11/12/2018,Monday,سکه امامی,42600000
1397-08-22,11/13/2018,Tuesday,سکه امامی,41450000
1397-08-23,11/14/2018,Wednesday,سکه امامی,37950000
1397-08-25,11/16/2018,Friday,سکه امامی,38200000
1397-09-02,11/23/2018,Friday,سکه امامی,39100000
1397-09-05,11/26/2018,Monday,سکه امامی,38750000
1397-09-06,11/27/2018,Tuesday,سکه امامی,38000000
1397-09-07,11/28/2018,Wednesday,سکه امامی,36100000
1397-09-08,11/29/2018,Thursday,سکه امامی,37650000
1397-09-09,11/30/2018,Friday,سکه امامی,37130000
1397-09-10,12/1/2018,Saturday,سکه امامی,38050000
1397-09-11,12/2/2018,Sunday,سکه امامی,39070000
1397-09-12,12/3/2018,Monday,سکه امامی,37350000
1397-09-13,12/4/2018,Tuesday,سکه امامی,37430000
1397-09-14,12/5/2018,Wednesday,سکه امامی,37800000
1397-09-15,12/6/2018,Thursday,سکه امامی,38830000
1397-09-16,12/7/2018,Friday,سکه امامی,38870000
1397-09-17,12/8/2018,Saturday,سکه امامی,38930000
1397-09-18,12/9/2018,Sunday,سکه امامی,37350000
1397-09-19,12/10/2018,Monday,سکه امامی,36330000
1397-09-20,12/11/2018,Tuesday,سکه امامی,36220000
1397-09-21,12/12/2018,Wednesday,سکه امامی,36800000
1397-09-23,12/14/2018,Friday,سکه امامی,34800000
1397-09-24,12/15/2018,Saturday,سکه امامی,34650000
1397-09-25,12/16/2018,Sunday,سکه امامی,34800000
1397-09-26,12/17/2018,Monday,سکه امامی,34600000
1397-09-27,12/18/2018,Tuesday,سکه امامی,34810000
1397-09-28,12/19/2018,Wednesday,سکه امامی,33650000
1397-09-30,12/21/2018,Friday,سکه امامی,33700000
1397-10-01,12/22/2018,Saturday,سکه امامی,34030000
1397-10-02,12/23/2018,Sunday,سکه امامی,34540000
1397-10-03,12/24/2018,Monday,سکه امامی,35900000
1397-10-04,12/25/2018,Tuesday,سکه امامی,38950000
1397-10-05,12/26/2018,Wednesday,سکه امامی,36730000
1397-10-07,12/28/2018,Friday,سکه امامی,35250000
1397-10-08,12/29/2018,Saturday,سکه امامی,36380000
1397-10-09,12/30/2018,Sunday,سکه امامی,36800000
1397-10-10,12/31/2018,Monday,سکه امامی,36720000
1397-10-11,1/1/2019,Tuesday,سکه امامی,36020000
1397-10-12,1/2/2019,Wednesday,سکه امامی,36710000
1397-10-14,1/4/2019,Friday,سکه امامی,36580000
1397-10-15,1/5/2019,Saturday,سکه امامی,36350000
1397-10-16,1/6/2019,Sunday,سکه امامی,37370000
1397-10-17,1/7/2019,Monday,سکه امامی,37220000
1397-10-18,1/8/2019,Tuesday,سکه امامی,37550000
1397-10-19,1/9/2019,Wednesday,سکه امامی,38040000
1397-10-21,1/11/2019,Friday,سکه امامی,38450000
1397-10-22,1/12/2019,Saturday,سکه امامی,39300000
1397-10-23,1/13/2019,Sunday,سکه امامی,37650000
1397-10-24,1/14/2019,Monday,سکه امامی,38570000
1397-10-25,1/15/2019,Tuesday,سکه امامی,38860000
1397-10-26,1/16/2019,Wednesday,سکه امامی,39361000
1397-10-28,1/18/2019,Friday,سکه امامی,38900000
1397-10-29,1/19/2019,Saturday,سکه امامی,39620000
1397-10-30,1/20/2019,Sunday,سکه امامی,40100000
1397-11-01,1/21/2019,Monday,سکه امامی,40480000
1397-11-02,1/22/2019,Tuesday,سکه امامی,39860000
1397-11-03,1/23/2019,Wednesday,سکه امامی,40530000
1397-11-05,1/25/2019,Friday,سکه امامی,40480000
1397-11-06,1/26/2019,Saturday,سکه امامی,41610000
1397-11-07,1/27/2019,Sunday,سکه امامی,41510000
1397-11-08,1/28/2019,Monday,سکه امامی,42230000
1397-11-09,1/29/2019,Tuesday,سکه امامی,42610000
1397-11-10,1/30/2019,Wednesday,سکه امامی,42050000
1397-11-12,2/1/2019,Friday,سکه امامی,41360000
1397-11-13,2/2/2019,Saturday,سکه امامی,39880000
1397-11-14,2/3/2019,Sunday,سکه امامی,40750000
1397-11-15,2/4/2019,Monday,سکه امامی,41710000
1397-11-17,2/6/2019,Wednesday,سکه امامی,42090000
1397-11-20,2/9/2019,Saturday,سکه امامی,42210000
1397-11-22,2/11/2019,Monday,سکه امامی,42220000
1397-11-23,2/12/2019,Tuesday,سکه امامی,43100000
1397-11-24,2/13/2019,Wednesday,سکه امامی,42730000
1397-11-26,2/15/2019,Friday,سکه امامی,42500000
1397-11-27,2/16/2019,Saturday,سکه امامی,43525000
1397-11-28,2/17/2019,Sunday,سکه امامی,43785000
1397-11-29,2/18/2019,Monday,سکه امامی,44495000
1397-11-30,2/19/2019,Tuesday,سکه امامی,45235000
1397-12-01,2/20/2019,Wednesday,سکه امامی,45670000
1397-12-03,2/22/2019,Friday,سکه امامی,45600000
1397-12-04,2/23/2019,Saturday,سکه امامی,47720000
1397-12-05,2/24/2019,Sunday,سکه امامی,47495000
1397-12-06,2/25/2019,Monday,سکه امامی,47580000
1397-12-07,2/26/2019,Tuesday,سکه امامی,46225000
1397-12-08,2/27/2019,Wednesday,سکه امامی,45970000
1397-12-10,3/1/2019,Friday,سکه امامی,46600000
1397-12-11,3/2/2019,Saturday,سکه امامی,45820000
1397-12-12,3/3/2019,Sunday,سکه امامی,44300000
1397-12-13,3/4/2019,Monday,سکه امامی,44060000
1397-12-14,3/5/2019,Tuesday,سکه امامی,45690000
1397-12-15,3/6/2019,Wednesday,سکه امامی,44910000
1397-12-17,3/8/2019,Friday,سکه امامی,45690000
1397-12-18,3/9/2019,Saturday,سکه امامی,45660000
1397-12-19,3/10/2019,Sunday,سکه امامی,44840000
1397-12-20,3/11/2019,Monday,سکه امامی,44630000
1397-12-21,3/12/2019,Tuesday,سکه امامی,45590000
1397-12-22,3/13/2019,Wednesday,سکه امامی,46310000
1397-12-24,3/15/2019,Friday,سکه امامی,46020000
1397-12-25,3/16/2019,Saturday,سکه امامی,45940000
1397-12-26,3/17/2019,Sunday,سکه امامی,45480000
1397-12-27,3/18/2019,Monday,سکه امامی,46100000
1398-01-04,3/24/2019,Sunday,سکه امامی,46430000
1398-01-05,3/25/2019,Monday,سکه امامی,46180000
1398-01-06,3/26/2019,Tuesday,سکه امامی,46800000
1398-01-09,3/29/2019,Friday,سکه امامی,46710000
1398-01-10,3/30/2019,Saturday,سکه امامی,46710000
1398-01-14,4/3/2019,Wednesday,سکه امامی,46530000
1398-01-16,4/5/2019,Friday,سکه امامی,46960000
1398-01-17,4/6/2019,Saturday,سکه امامی,47950000
1398-01-18,4/7/2019,Sunday,سکه امامی,48480000
1398-01-19,4/8/2019,Monday,سکه امامی,50400000
1398-01-20,4/9/2019,Tuesday,سکه امامی,49640000
1398-01-21,4/10/2019,Wednesday,سکه امامی,47780000
1398-01-23,4/12/2019,Friday,سکه امامی,46890000
1398-01-24,4/13/2019,Saturday,سکه امامی,47450000
1398-01-25,4/14/2019,Sunday,سکه امامی,48290000
1398-01-26,4/15/2019,Monday,سکه امامی,47230000
1398-01-27,4/16/2019,Tuesday,سکه امامی,47410000
1398-01-28,4/17/2019,Wednesday,سکه امامی,47620000
1398-01-30,4/19/2019,Friday,سکه امامی,47570000
1398-02-01,4/21/2019,Sunday,سکه امامی,47390000
1398-02-02,4/22/2019,Monday,سکه امامی,48610000
1398-02-03,4/23/2019,Tuesday,سکه امامی,48520000
1398-02-04,4/24/2019,Wednesday,سکه امامی,49190000
1398-02-06,4/26/2019,Friday,سکه امامی,49040000
1398-02-07,4/27/2019,Saturday,سکه امامی,50310000
1398-02-08,4/28/2019,Sunday,سکه امامی,49780000
1398-02-09,4/29/2019,Monday,سکه امامی,49380000
1398-02-10,4/30/2019,Tuesday,سکه امامی,49970000
1398-02-11,5/1/2019,Wednesday,سکه امامی,50390000
1398-02-13,5/3/2019,Friday,سکه امامی,50050000
1398-02-14,5/4/2019,Saturday,سکه امامی,50940000
1398-02-15,5/5/2019,Sunday,سکه امامی,50280000
1398-02-16,5/6/2019,Monday,سکه امامی,51110000
1398-02-17,5/7/2019,Tuesday,سکه امامی,51080000
1398-02-18,5/8/2019,Wednesday,سکه امامی,51600000
1398-02-20,5/10/2019,Friday,سکه امامی,51500000
1398-02-21,5/11/2019,Saturday,سکه امامی,50430000
1398-02-22,5/12/2019,Sunday,سکه امامی,50530000
1398-02-23,5/13/2019,Monday,سکه امامی,49910000
1398-02-24,5/14/2019,Tuesday,سکه امامی,50360000
1398-02-25,5/15/2019,Wednesday,سکه امامی,49660000
1398-02-27,5/17/2019,Friday,سکه امامی,49410000
1398-02-28,5/18/2019,Saturday,سکه امامی,49110000
1398-02-29,5/19/2019,Sunday,سکه امامی,47610000
1398-02-30,5/20/2019,Monday,سکه امامی,46690000
1398-02-31,5/21/2019,Tuesday,سکه امامی,47910000
1398-03-01,5/22/2019,Wednesday,سکه امامی,48120000
1398-03-03,5/24/2019,Friday,سکه امامی,48140000
1398-03-04,5/25/2019,Saturday,سکه امامی,47800000
1398-03-06,5/27/2019,Monday,سکه امامی,47110000
1398-03-07,5/28/2019,Tuesday,سکه امامی,45710000
1398-03-08,5/29/2019,Wednesday,سکه امامی,46110000
1398-03-10,5/31/2019,Friday,سکه امامی,46450000
1398-03-11,6/1/2019,Saturday,سکه امامی,46060000
1398-03-12,6/2/2019,Sunday,سکه امامی,45410000
1398-03-17,6/7/2019,Friday,سکه امامی,46210000
1398-03-18,6/8/2019,Saturday,سکه امامی,44870000
1398-03-19,6/9/2019,Sunday,سکه امامی,44610000
1398-03-20,6/10/2019,Monday,سکه امامی,45150000
1398-03-21,6/11/2019,Tuesday,سکه امامی,45040000
