J-Date,Date,Weekday,Symbol,Open
1393-06-23,9/14/2014,Sunday,سکه امامی,9285000
1393-06-24,9/15/2014,Monday,سکه امامی,9342500
1393-06-26,9/17/2014,Wednesday,سکه امامی,9335000
1393-06-27,9/18/2014,Thursday,سکه امامی,9282500
1393-06-28,9/19/2014,Friday,سکه امامی,9215000
1393-06-29,9/20/2014,Saturday,سکه امامی,9175000
1393-06-30,9/21/2014,Sunday,سکه امامی,9165000
1393-06-31,9/22/2014,Monday,سکه امامی,9235000
1393-07-01,9/23/2014,Tuesday,سکه امامی,9280000
1393-07-02,9/24/2014,Wednesday,سکه امامی,9235000
1393-07-03,9/25/2014,Thursday,سکه امامی,9212500
1393-07-04,9/26/2014,Friday,سکه امامی,9315000
1393-07-05,9/27/2014,Saturday,سکه امامی,9392500
1393-07-06,9/28/2014,Sunday,سکه امامی,9387500
1393-07-07,9/29/2014,Monday,سکه امامی,9347500
1393-07-08,9/30/2014,Tuesday,سکه امامی,9342500
1393-07-09,10/1/2014,Wednesday,سکه امامی,9347500
1393-07-10,10/2/2014,Thursday,سکه امامی,9342500
1393-07-11,10/3/2014,Friday,سکه امامی,9277500
1393-07-12,10/4/2014,Saturday,سکه امامی,9280000
1393-07-13,10/5/2014,Sunday,سکه امامی,9265000
1393-07-14,10/6/2014,Monday,سکه امامی,9345000
1393-07-15,10/7/2014,Tuesday,سکه امامی,9397500
1393-07-16,10/8/2014,Wednesday,سکه امامی,9457500
1393-07-17,10/9/2014,Thursday,سکه امامی,9460000
1393-07-18,10/10/2014,Friday,سکه امامی,9445000
1393-07-19,10/11/2014,Saturday,سکه امامی,9385000
1393-07-20,10/12/2014,Sunday,سکه امامی,9397500
1393-07-21,10/13/2014,Monday,سکه امامی,9412500
1393-07-22,10/14/2014,Tuesday,سکه امامی,9380000
1393-07-23,10/15/2014,Wednesday,سکه امامی,9407500
1393-07-24,10/16/2014,Thursday,سکه امامی,9407500
1393-07-25,10/17/2014,Friday,سکه امامی,9382500
1393-07-26,10/18/2014,Saturday,سکه امامی,9380000
1393-07-27,10/19/2014,Sunday,سکه امامی,9382500
1393-07-28,10/20/2014,Monday,سکه امامی,9395000
1393-07-29,10/21/2014,Tuesday,سکه امامی,9380000
1393-07-30,10/22/2014,Wednesday,سکه امامی,9362500
1393-08-02,10/24/2014,Friday,سکه امامی,9320000
1393-08-03,10/25/2014,Saturday,سکه امامی,9292500
1393-08-04,10/26/2014,Sunday,سکه امامی,9310000
1393-08-05,10/27/2014,Monday,سکه امامی,9302500
1393-08-06,10/28/2014,Tuesday,سکه امامی,9301500
1393-08-07,10/29/2014,Wednesday,سکه امامی,9251000
1393-08-08,10/30/2014,Thursday,سکه امامی,9243000
1393-08-09,10/31/2014,Friday,سکه امامی,9140000
1393-08-10,11/1/2014,Saturday,سکه امامی,9130000
1393-08-11,11/2/2014,Sunday,سکه امامی,9152500
1393-08-13,11/4/2014,Tuesday,سکه امامی,9022500
1393-08-14,11/5/2014,Wednesday,سکه امامی,9025000
1393-08-15,11/6/2014,Thursday,سکه امامی,9030000
1393-08-16,11/7/2014,Friday,سکه امامی,9065000
1393-08-17,11/8/2014,Saturday,سکه امامی,9080000
1393-08-18,11/9/2014,Sunday,سکه امامی,9045000
1393-08-19,11/10/2014,Monday,سکه امامی,8990000
1393-08-20,11/11/2014,Tuesday,سکه امامی,9042500
1393-08-21,11/12/2014,Wednesday,سکه امامی,9030000
1393-08-22,11/13/2014,Thursday,سکه امامی,9042500
1393-08-23,11/14/2014,Friday,سکه امامی,9152500
1393-08-24,11/15/2014,Saturday,سکه امامی,9140000
1393-08-25,11/16/2014,Sunday,سکه امامی,9137500
1393-08-26,11/17/2014,Monday,سکه امامی,9157500
1393-08-27,11/18/2014,Tuesday,سکه امامی,9170000
1393-08-28,11/19/2014,Wednesday,سکه امامی,9140000
1393-08-30,11/21/2014,Friday,سکه امامی,9152500
1393-09-01,11/22/2014,Saturday,سکه امامی,9145000
1393-09-02,11/23/2014,Sunday,سکه امامی,9182500
1393-09-03,11/24/2014,Monday,سکه امامی,9260000
1393-09-04,11/25/2014,Tuesday,سکه امامی,9337500
1393-09-05,11/26/2014,Wednesday,سکه امامی,9380000
1393-09-07,11/28/2014,Friday,سکه امامی,9407500
1393-09-08,11/29/2014,Saturday,سکه امامی,9547500
1393-09-09,11/30/2014,Sunday,سکه امامی,9510000
1393-09-10,12/1/2014,Monday,سکه امامی,9577500
1393-09-11,12/2/2014,Tuesday,سکه امامی,9555000
1393-09-12,12/3/2014,Wednesday,سکه امامی,9557500
1393-09-14,12/5/2014,Friday,سکه امامی,9505000
1393-09-15,12/6/2014,Saturday,سکه امامی,9545000
1393-09-16,12/7/2014,Sunday,سکه امامی,9645000
1393-09-17,12/8/2014,Monday,سکه امامی,9655000
1393-09-18,12/9/2014,Tuesday,سکه امامی,9742500
1393-09-19,12/10/2014,Wednesday,سکه امامی,9812500
1393-09-20,12/11/2014,Thursday,سکه امامی,9797500
1393-09-21,12/12/2014,Friday,سکه امامی,9797500
1393-09-22,12/13/2014,Saturday,سکه امامی,9912500
1393-09-23,12/14/2014,Sunday,سکه امامی,10035000
1393-09-24,12/15/2014,Monday,سکه امامی,9935000
1393-09-25,12/16/2014,Tuesday,سکه امامی,9925000
1393-09-26,12/17/2014,Wednesday,سکه امامی,9952500
1393-09-28,12/19/2014,Friday,سکه امامی,9925000
1393-09-29,12/20/2014,Saturday,سکه امامی,9932500
1393-09-30,12/21/2014,Sunday,سکه امامی,9935000
1393-10-01,12/22/2014,Monday,سکه امامی,9950000
1393-10-02,12/23/2014,Tuesday,سکه امامی,9922500
1393-10-03,12/24/2014,Wednesday,سکه امامی,9905000
1393-10-04,12/25/2014,Thursday,سکه امامی,9897500
1393-10-05,12/26/2014,Friday,سکه امامی,9930000
1393-10-06,12/27/2014,Saturday,سکه امامی,9957500
1393-10-07,12/28/2014,Sunday,سکه امامی,9930000
1393-10-08,12/29/2014,Monday,سکه امامی,9845000
1393-10-09,12/30/2014,Tuesday,سکه امامی,9845000
1393-10-10,12/31/2014,Wednesday,سکه امامی,9767500
1393-10-12,1/2/2015,Friday,سکه امامی,9760000
1393-10-13,1/3/2015,Saturday,سکه امامی,9827500
1393-10-14,1/4/2015,Sunday,سکه امامی,9812500
1393-10-15,1/5/2015,Monday,سکه امامی,9902500
1393-10-16,1/6/2015,Tuesday,سکه امامی,9967500
1393-10-17,1/7/2015,Wednesday,سکه امامی,9900000
1393-10-19,1/9/2015,Friday,سکه امامی,9942500
1393-10-20,1/10/2015,Saturday,سکه امامی,9940000
1393-10-21,1/11/2015,Sunday,سکه امامی,9912500
1393-10-22,1/12/2015,Monday,سکه امامی,9930000
1393-10-23,1/13/2015,Tuesday,سکه امامی,9905000
1393-10-24,1/14/2015,Wednesday,سکه امامی,9940000
1393-10-26,1/16/2015,Friday,سکه امامی,10207500
1393-10-27,1/17/2015,Saturday,سکه امامی,10232500
1393-10-28,1/18/2015,Sunday,سکه امامی,10310000
1393-10-29,1/19/2015,Monday,سکه امامی,10345000
1393-10-30,1/20/2015,Tuesday,سکه امامی,10415000
1393-11-01,1/21/2015,Wednesday,سکه امامی,10390000
1393-11-03,1/23/2015,Friday,سکه امامی,10405000
1393-11-04,1/24/2015,Saturday,سکه امامی,10400000
1393-11-05,1/25/2015,Sunday,سکه امامی,10400000
1393-11-06,1/26/2015,Monday,سکه امامی,10360000
1393-11-07,1/27/2015,Tuesday,سکه امامی,10365000
1393-11-08,1/28/2015,Wednesday,سکه امامی,10360000
1393-11-10,1/30/2015,Friday,سکه امامی,10307500
1393-11-11,1/31/2015,Saturday,سکه امامی,10330000
1393-11-12,2/1/2015,Sunday,سکه امامی,10277500
1393-11-13,2/2/2015,Monday,سکه امامی,10285000
1393-11-14,2/3/2015,Tuesday,سکه امامی,10185000
1393-11-15,2/4/2015,Wednesday,سکه امامی,10120000
1393-11-17,2/6/2015,Friday,سکه امامی,9865000
1393-11-18,2/7/2015,Saturday,سکه امامی,9780000
1393-11-19,2/8/2015,Sunday,سکه امامی,9920000
1393-11-20,2/9/2015,Monday,سکه امامی,9940000
1393-11-22,2/11/2015,Wednesday,سکه امامی,9902500
1393-11-24,2/13/2015,Friday,سکه امامی,10005000
1393-11-25,2/14/2015,Saturday,سکه امامی,9935000
1393-11-26,2/15/2015,Sunday,سکه امامی,9920000
1393-11-27,2/16/2015,Monday,سکه امامی,9770000
1393-11-28,2/17/2015,Tuesday,سکه امامی,9787500
1393-11-29,2/18/2015,Wednesday,سکه امامی,9895000
1393-12-01,2/20/2015,Friday,سکه امامی,9742500
1393-12-02,2/21/2015,Saturday,سکه امامی,9777500
1393-12-03,2/22/2015,Sunday,سکه امامی,9795000
1393-12-04,2/23/2015,Monday,سکه امامی,9862500
1393-12-05,2/24/2015,Tuesday,سکه امامی,9952500
1393-12-06,2/25/2015,Wednesday,سکه امامی,9967500
1393-12-08,2/27/2015,Friday,سکه امامی,9872500
1393-12-09,2/28/2015,Saturday,سکه امامی,9895000
1393-12-10,3/1/2015,Sunday,سکه امامی,9900000
1393-12-11,3/2/2015,Monday,سکه امامی,9835000
1393-12-12,3/3/2015,Tuesday,سکه امامی,9810000
1393-12-13,3/4/2015,Wednesday,سکه امامی,9797500
1393-12-15,3/6/2015,Friday,سکه امامی,9592500
1393-12-16,3/7/2015,Saturday,سکه امامی,9600000
1393-12-17,3/8/2015,Sunday,سکه امامی,9627500
1393-12-18,3/9/2015,Monday,سکه امامی,9540000
1393-12-19,3/10/2015,Tuesday,سکه امامی,9485000
1393-12-20,3/11/2015,Wednesday,سکه امامی,9410000
1393-12-22,3/13/2015,Friday,سکه امامی,9205000
1393-12-23,3/14/2015,Saturday,سکه امامی,9110000
1393-12-24,3/15/2015,Sunday,سکه امامی,9265000
1393-12-25,3/16/2015,Monday,سکه امامی,9292500
1393-12-26,3/17/2015,Tuesday,سکه امامی,9360000
1393-12-27,3/18/2015,Wednesday,سکه امامی,9425000
1394-01-07,3/27/2015,Friday,سکه امامی,9512500
1394-01-08,3/28/2015,Saturday,سکه امامی,9280000
1394-01-09,3/29/2015,Sunday,سکه امامی,9340000
1394-01-10,3/30/2015,Monday,سکه امامی,9340000
1394-01-14,4/3/2015,Friday,سکه امامی,9315000
1394-01-15,4/4/2015,Saturday,سکه امامی,9580000
1394-01-16,4/5/2015,Sunday,سکه امامی,9605000
1394-01-17,4/6/2015,Monday,سکه امامی,9575000
1394-01-18,4/7/2015,Tuesday,سکه امامی,9575000
1394-01-19,4/8/2015,Wednesday,سکه امامی,9485000
1394-01-21,4/10/2015,Friday,سکه امامی,9660000
1394-01-22,4/11/2015,Saturday,سکه امامی,9815000
1394-01-23,4/12/2015,Sunday,سکه امامی,9695000
1394-01-24,4/13/2015,Monday,سکه امامی,9600000
1394-01-25,4/14/2015,Tuesday,سکه امامی,9670000
1394-01-26,4/15/2015,Wednesday,سکه امامی,9700000
1394-01-28,4/17/2015,Friday,سکه امامی,9627500
1394-01-29,4/18/2015,Saturday,سکه امامی,9692500
1394-01-30,4/19/2015,Sunday,سکه امامی,9662500
1394-01-31,4/20/2015,Monday,سکه امامی,9632500
1394-02-01,4/21/2015,Tuesday,سکه امامی,9630000
1394-02-02,4/22/2015,Wednesday,سکه امامی,9557500
1394-02-04,4/24/2015,Friday,سکه امامی,9490000
1394-02-05,4/25/2015,Saturday,سکه امامی,9517500
1394-02-06,4/26/2015,Sunday,سکه امامی,9515000
1394-02-07,4/27/2015,Monday,سکه امامی,9590000
1394-02-08,4/28/2015,Tuesday,سکه امامی,9585000
1394-02-09,4/29/2015,Wednesday,سکه امامی,9577500
1394-02-11,5/1/2015,Friday,سکه امامی,9517500
1394-02-12,5/2/2015,Saturday,سکه امامی,9480000
1394-02-13,5/3/2015,Sunday,سکه امامی,9475000
1394-02-14,5/4/2015,Monday,سکه امامی,9435000
1394-02-15,5/5/2015,Tuesday,سکه امامی,9457500
1394-02-16,5/6/2015,Wednesday,سکه امامی,9420000
1394-02-18,5/8/2015,Friday,سکه امامی,9412500
1394-02-19,5/9/2015,Saturday,سکه امامی,9397500
1394-02-20,5/10/2015,Sunday,سکه امامی,9352500
1394-02-21,5/11/2015,Monday,سکه امامی,9320000
1394-02-22,5/12/2015,Tuesday,سکه امامی,9405000
1394-02-23,5/13/2015,Wednesday,سکه امامی,9485000
1394-02-25,5/15/2015,Friday,سکه امامی,9497500
1394-02-26,5/16/2015,Saturday,سکه امامی,9507500
1394-02-27,5/17/2015,Sunday,سکه امامی,9506500
1394-02-28,5/18/2015,Monday,سکه امامی,9415000
1394-02-29,5/19/2015,Tuesday,سکه امامی,9385000
1394-02-30,5/20/2015,Wednesday,سکه امامی,9377500
1394-03-01,5/22/2015,Friday,سکه امامی,9345000
1394-03-02,5/23/2015,Saturday,سکه امامی,9330000
1394-03-03,5/24/2015,Sunday,سکه امامی,9357500
1394-03-04,5/25/2015,Monday,سکه امامی,9312500
1394-03-05,5/26/2015,Tuesday,سکه امامی,9295000
1394-03-06,5/27/2015,Wednesday,سکه امامی,9302500
1394-03-08,5/29/2015,Friday,سکه امامی,9320000
1394-03-09,5/30/2015,Saturday,سکه امامی,9327500
1394-03-10,5/31/2015,Sunday,سکه امامی,9297500
1394-03-11,6/1/2015,Monday,سکه امامی,9307500
1394-03-15,6/5/2015,Friday,سکه امامی,9210000
1394-03-16,6/6/2015,Saturday,سکه امامی,9175000
1394-03-17,6/7/2015,Sunday,سکه امامی,9160000
1394-03-18,6/8/2015,Monday,سکه امامی,9182500
1394-03-19,6/9/2015,Tuesday,سکه امامی,9207500
1394-03-20,6/10/2015,Wednesday,سکه امامی,9195000
1394-03-22,6/12/2015,Friday,سکه امامی,9140000
1394-03-23,6/13/2015,Saturday,سکه امامی,9090000
1394-03-24,6/14/2015,Sunday,سکه امامی,9067500
1394-03-25,6/15/2015,Monday,سکه امامی,9065000
1394-03-26,6/16/2015,Tuesday,سکه امامی,9062500
1394-03-27,6/17/2015,Wednesday,سکه امامی,9067500
1394-03-29,6/19/2015,Friday,سکه امامی,9135000
1394-03-30,6/20/2015,Saturday,سکه امامی,9140000
1394-03-31,6/21/2015,Sunday,سکه امامی,9072500
1394-04-01,6/22/2015,Monday,سکه امامی,9037500
1394-04-02,6/23/2015,Tuesday,سکه امامی,9070500
1394-04-03,6/24/2015,Wednesday,سکه امامی,9107500
1394-04-05,6/26/2015,Friday,سکه امامی,9092500
1394-04-06,6/27/2015,Saturday,سکه امامی,9140000
1394-04-07,6/28/2015,Sunday,سکه امامی,9132500
1394-04-08,6/29/2015,Monday,سکه امامی,9040000
1394-04-09,6/30/2015,Tuesday,سکه امامی,9053000
1394-04-10,7/1/2015,Wednesday,سکه امامی,8965000
1394-04-12,7/3/2015,Friday,سکه امامی,8955000
1394-04-13,7/4/2015,Saturday,سکه امامی,8895000
1394-04-14,7/5/2015,Sunday,سکه امامی,8817500
1394-04-15,7/6/2015,Monday,سکه امامی,8737500
1394-04-16,7/7/2015,Tuesday,سکه امامی,8730000
1394-04-17,7/8/2015,Wednesday,سکه امامی,8687500
1394-04-19,7/10/2015,Friday,سکه امامی,8777500
1394-04-20,7/11/2015,Saturday,سکه امامی,8710000
1394-04-21,7/12/2015,Sunday,سکه امامی,8690000
1394-04-22,7/13/2015,Monday,سکه امامی,8807500
1394-04-23,7/14/2015,Tuesday,سکه امامی,8930000
1394-04-24,7/15/2015,Wednesday,سکه امامی,8810000
1394-04-28,7/19/2015,Sunday,سکه امامی,8580000
1394-04-29,7/20/2015,Monday,سکه امامی,8610000
1394-04-30,7/21/2015,Tuesday,سکه امامی,8607500
1394-04-31,7/22/2015,Wednesday,سکه امامی,8650000
1394-05-02,7/24/2015,Friday,سکه امامی,8702500
1394-05-03,7/25/2015,Saturday,سکه امامی,8777500
1394-05-04,7/26/2015,Sunday,سکه امامی,8750000
1394-05-05,7/27/2015,Monday,سکه امامی,8775000
1394-05-06,7/28/2015,Tuesday,سکه امامی,8795000
1394-05-07,7/29/2015,Wednesday,سکه امامی,8702500
1394-05-09,7/31/2015,Friday,سکه امامی,8767500
1394-05-10,8/1/2015,Saturday,سکه امامی,8795000
1394-05-11,8/2/2015,Sunday,سکه امامی,8757500
1394-05-12,8/3/2015,Monday,سکه امامی,8740000
1394-05-13,8/4/2015,Tuesday,سکه امامی,8717500
1394-05-14,8/5/2015,Wednesday,سکه امامی,8702500
1394-05-16,8/7/2015,Friday,سکه امامی,8765000
1394-05-17,8/8/2015,Saturday,سکه امامی,8772500
1394-05-18,8/9/2015,Sunday,سکه امامی,8777500
1394-05-20,8/11/2015,Tuesday,سکه امامی,8885000
1394-05-21,8/12/2015,Wednesday,سکه امامی,8895000
1394-05-23,8/14/2015,Friday,سکه امامی,8875000
1394-05-24,8/15/2015,Saturday,سکه امامی,8885000
1394-05-25,8/16/2015,Sunday,سکه امامی,8925000
1394-05-26,8/17/2015,Monday,سکه امامی,8947500
1394-05-27,8/18/2015,Tuesday,سکه امامی,8977500
1394-05-28,8/19/2015,Wednesday,سکه امامی,9077500
1394-05-30,8/21/2015,Friday,سکه امامی,9317500
1394-05-31,8/22/2015,Saturday,سکه امامی,9417500
1394-06-01,8/23/2015,Sunday,سکه امامی,9332500
1394-06-02,8/24/2015,Monday,سکه امامی,9272500
1394-06-03,8/25/2015,Tuesday,سکه امامی,9207500
1394-06-04,8/26/2015,Wednesday,سکه امامی,9127500
1394-06-06,8/28/2015,Friday,سکه امامی,9107500
1394-06-07,8/29/2015,Saturday,سکه امامی,9140000
1394-06-08,8/30/2015,Sunday,سکه امامی,9205000
1394-06-09,8/31/2015,Monday,سکه امامی,9250000
1394-06-10,9/1/2015,Tuesday,سکه امامی,9220000
1394-06-11,9/2/2015,Wednesday,سکه امامی,9167500
1394-06-13,9/4/2015,Friday,سکه امامی,9177500
1394-06-14,9/5/2015,Saturday,سکه امامی,9177500
1394-06-15,9/6/2015,Sunday,سکه امامی,9180000
1394-06-16,9/7/2015,Monday,سکه امامی,9170000
1394-06-17,9/8/2015,Tuesday,سکه امامی,9157500
1394-06-18,9/9/2015,Wednesday,سکه امامی,9115000
1394-06-20,9/11/2015,Friday,سکه امامی,9107500
1394-06-21,9/12/2015,Saturday,سکه امامی,9117500
1394-06-22,9/13/2015,Sunday,سکه امامی,9112500
1394-06-23,9/14/2015,Monday,سکه امامی,9105000
1394-06-24,9/15/2015,Tuesday,سکه امامی,9092500
1394-06-25,9/16/2015,Wednesday,سکه امامی,9090000
1394-06-27,9/18/2015,Friday,سکه امامی,9172500
1394-06-28,9/19/2015,Saturday,سکه امامی,9177500
1394-06-29,9/20/2015,Sunday,سکه امامی,9160000
1394-06-30,9/21/2015,Monday,سکه امامی,9130000
1394-06-31,9/22/2015,Tuesday,سکه امامی,9095000
1394-07-01,9/23/2015,Wednesday,سکه امامی,9152500
1394-07-03,9/25/2015,Friday,سکه امامی,9190000
1394-07-04,9/26/2015,Saturday,سکه امامی,9222500
1394-07-05,9/27/2015,Sunday,سکه امامی,9190000
1394-07-06,9/28/2015,Monday,سکه امامی,9197500
1394-07-07,9/29/2015,Tuesday,سکه امامی,9190000
1394-07-08,9/30/2015,Wednesday,سکه امامی,9147500
1394-07-10,10/2/2015,Friday,سکه امامی,9240000
1394-07-11,10/3/2015,Saturday,سکه امامی,9210000
1394-07-12,10/4/2015,Sunday,سکه امامی,9220000
1394-07-13,10/5/2015,Monday,سکه امامی,9262500
1394-07-14,10/6/2015,Tuesday,سکه امامی,9335000
1394-07-15,10/7/2015,Wednesday,سکه امامی,9337500
1394-07-17,10/9/2015,Friday,سکه امامی,9405000
1394-07-18,10/10/2015,Saturday,سکه امامی,9407500
1394-07-19,10/11/2015,Sunday,سکه امامی,9442500
1394-07-20,10/12/2015,Monday,سکه امامی,9377500
1394-07-21,10/13/2015,Tuesday,سکه امامی,9482500
1394-07-22,10/14/2015,Wednesday,سکه امامی,9557500
1394-07-24,10/16/2015,Friday,سکه امامی,9505000
1394-07-25,10/17/2015,Saturday,سکه امامی,9490000
1394-07-26,10/18/2015,Sunday,سکه امامی,9422500
1394-07-27,10/19/2015,Monday,سکه امامی,9395000
1394-07-28,10/20/2015,Tuesday,سکه امامی,9427500
1394-07-29,10/21/2015,Wednesday,سکه امامی,9412500
1394-08-02,10/24/2015,Saturday,سکه امامی,9402500
1394-08-03,10/25/2015,Sunday,سکه امامی,9417500
1394-08-04,10/26/2015,Monday,سکه امامی,9447500
1394-08-05,10/27/2015,Tuesday,سکه امامی,9512500
1394-08-06,10/28/2015,Wednesday,سکه امامی,9427500
1394-08-08,10/30/2015,Friday,سکه امامی,9347500
1394-08-09,10/31/2015,Saturday,سکه امامی,9372500
1394-08-10,11/1/2015,Sunday,سکه امامی,9350000
1394-08-11,11/2/2015,Monday,سکه امامی,9322500
1394-08-12,11/3/2015,Tuesday,سکه امامی,9252500
