J-Date,Date,Weekday,Symbol,Close
1390-09-20,12/11/2011,Sunday,سکه امامی,5800000
1390-09-21,12/12/2011,Monday,سکه امامی,5870000
1390-09-22,12/13/2011,Tuesday,سکه امامی,5930000
1390-09-23,12/14/2011,Wednesday,سکه امامی,5850000
1390-09-25,12/16/2011,Friday,سکه امامی,5960000
1390-09-26,12/17/2011,Saturday,سکه امامی,6120000
1390-09-27,12/18/2011,Sunday,سکه امامی,6100000
1390-09-28,12/19/2011,Monday,سکه امامی,6220000
1390-09-29,12/20/2011,Tuesday,سکه امامی,6150000
1390-09-30,12/21/2011,Wednesday,سکه امامی,6020000
1390-10-02,12/23/2011,Friday,سکه امامی,6050000
1390-10-03,12/24/2011,Saturday,سکه امامی,6120000
1390-10-04,12/25/2011,Sunday,سکه امامی,6150000
1390-10-05,12/26/2011,Monday,سکه امامی,6080000
1390-10-06,12/27/2011,Tuesday,سکه امامی,6060000
1390-10-07,12/28/2011,Wednesday,سکه امامی,6020000
1390-10-09,12/30/2011,Friday,سکه امامی,6130000
1390-10-10,12/31/2011,Saturday,سکه امامی,6130000
1390-10-11,1/1/2012,Sunday,سکه امامی,6210000
1390-10-12,1/2/2012,Monday,سکه امامی,6140000
1390-10-13,1/3/2012,Tuesday,سکه امامی,6130000
1390-10-14,1/4/2012,Wednesday,سکه امامی,6170000
1390-10-16,1/6/2012,Friday,سکه امامی,6170000
1390-10-17,1/7/2012,Saturday,سکه امامی,6210000
1390-10-18,1/8/2012,Sunday,سکه امامی,6350000
1390-10-19,1/9/2012,Monday,سکه امامی,6600000
1390-10-20,1/10/2012,Tuesday,سکه امامی,6690000
1390-10-21,1/11/2012,Wednesday,سکه امامی,6670000
1390-10-24,1/14/2012,Saturday,سکه امامی,6700000
1390-10-25,1/15/2012,Sunday,سکه امامی,6950000
1390-10-26,1/16/2012,Monday,سکه امامی,7530000
1390-10-27,1/17/2012,Tuesday,سکه امامی,7720000
1390-10-28,1/18/2012,Wednesday,سکه امامی,7810000
1390-10-30,1/20/2012,Friday,سکه امامی,9150000
1390-11-02,1/22/2012,Sunday,سکه امامی,10100000
1390-11-04,1/24/2012,Tuesday,سکه امامی,8000000
1390-11-05,1/25/2012,Wednesday,سکه امامی,7800000
1390-11-07,1/27/2012,Friday,سکه امامی,7950000
1390-11-08,1/28/2012,Saturday,سکه امامی,8400000
1390-11-09,1/29/2012,Sunday,سکه امامی,8400000
1390-11-10,1/30/2012,Monday,سکه امامی,7850000
1390-11-11,1/31/2012,Tuesday,سکه امامی,7690000
1390-11-12,2/1/2012,Wednesday,سکه امامی,7550000
1390-11-14,2/3/2012,Friday,سکه امامی,8050000
1390-11-15,2/4/2012,Saturday,سکه امامی,8320000
1390-11-16,2/5/2012,Sunday,سکه امامی,8150000
1390-11-17,2/6/2012,Monday,سکه امامی,8190000
1390-11-18,2/7/2012,Tuesday,سکه امامی,8350000
1390-11-19,2/8/2012,Wednesday,سکه امامی,8280000
1390-11-22,2/11/2012,Saturday,سکه امامی,8230000
1390-11-23,2/12/2012,Sunday,سکه امامی,8150000
1390-11-24,2/13/2012,Monday,سکه امامی,8100000
1390-11-25,2/14/2012,Tuesday,سکه امامی,8240000
1390-11-26,2/15/2012,Wednesday,سکه امامی,8140000
1390-11-28,2/17/2012,Friday,سکه امامی,8140000
1390-11-29,2/18/2012,Saturday,سکه امامی,8120000
1390-11-30,2/19/2012,Sunday,سکه امامی,8160000
1390-12-01,2/20/2012,Monday,سکه امامی,8160000
1390-12-02,2/21/2012,Tuesday,سکه امامی,8080000
1390-12-03,2/22/2012,Wednesday,سکه امامی,8120000
1390-12-05,2/24/2012,Friday,سکه امامی,8250000
1390-12-06,2/25/2012,Saturday,سکه امامی,8100000
1390-12-07,2/26/2012,Sunday,سکه امامی,7750000
1390-12-08,2/27/2012,Monday,سکه امامی,8000000
1390-12-09,2/28/2012,Tuesday,سکه امامی,8100000
1390-12-10,2/29/2012,Wednesday,سکه امامی,8120000
1390-12-12,3/2/2012,Friday,سکه امامی,8100000
1390-12-13,3/3/2012,Saturday,سکه امامی,8010000
1390-12-14,3/4/2012,Sunday,سکه امامی,7980000
1390-12-15,3/5/2012,Monday,سکه امامی,7900000
1390-12-16,3/6/2012,Tuesday,سکه امامی,7850000
1390-12-17,3/7/2012,Wednesday,سکه امامی,7900000
1390-12-19,3/9/2012,Friday,سکه امامی,7750000
1390-12-20,3/10/2012,Saturday,سکه امامی,7620000
1390-12-21,3/11/2012,Sunday,سکه امامی,7750000
1390-12-22,3/12/2012,Monday,سکه امامی,7650000
1390-12-23,3/13/2012,Tuesday,سکه امامی,7450000
1390-12-24,3/14/2012,Wednesday,سکه امامی,7400000
1390-12-26,3/16/2012,Friday,سکه امامی,7760000
1390-12-27,3/17/2012,Saturday,سکه امامی,7650000
1391-01-04,3/23/2012,Friday,سکه امامی,7680000
1391-01-05,3/24/2012,Saturday,سکه امامی,7640000
1391-01-06,3/25/2012,Sunday,سکه امامی,7670000
1391-01-07,3/26/2012,Monday,سکه امامی,7800000
1391-01-08,3/27/2012,Tuesday,سکه امامی,7810000
1391-01-09,3/28/2012,Wednesday,سکه امامی,7790000
1391-01-13,4/1/2012,Sunday,سکه امامی,7740000
1391-01-14,4/2/2012,Monday,سکه امامی,7630000
1391-01-15,4/3/2012,Tuesday,سکه امامی,7440000
1391-01-16,4/4/2012,Wednesday,سکه امامی,7430000
1391-01-18,4/6/2012,Friday,سکه امامی,7470000
1391-01-19,4/7/2012,Saturday,سکه امامی,7450000
1391-01-20,4/8/2012,Sunday,سکه امامی,7290000
1391-01-21,4/9/2012,Monday,سکه امامی,7210000
1391-01-22,4/10/2012,Tuesday,سکه امامی,7450000
1391-01-23,4/11/2012,Wednesday,سکه امامی,7320000
1391-01-25,4/13/2012,Friday,سکه امامی,7260000
1391-01-26,4/14/2012,Saturday,سکه امامی,6650000
1391-01-27,4/15/2012,Sunday,سکه امامی,6830000
1391-01-28,4/16/2012,Monday,سکه امامی,7010000
1391-01-29,4/17/2012,Tuesday,سکه امامی,7070000
1391-01-30,4/18/2012,Wednesday,سکه امامی,7020000
1391-02-01,4/20/2012,Friday,سکه امامی,7000000
1391-02-02,4/21/2012,Saturday,سکه امامی,6980000
1391-02-03,4/22/2012,Sunday,سکه امامی,6890000
1391-02-04,4/23/2012,Monday,سکه امامی,6810000
1391-02-06,4/25/2012,Wednesday,سکه امامی,6820000
1391-02-08,4/27/2012,Friday,سکه امامی,6580000
1391-02-09,4/28/2012,Saturday,سکه امامی,6810000
1391-02-10,4/29/2012,Sunday,سکه امامی,6730000
1391-02-11,4/30/2012,Monday,سکه امامی,6700000
1391-02-12,5/1/2012,Tuesday,سکه امامی,6700000
1391-02-13,5/2/2012,Wednesday,سکه امامی,6685000
1391-02-15,5/4/2012,Friday,سکه امامی,6570000
1391-02-16,5/5/2012,Saturday,سکه امامی,6480000
1391-02-17,5/6/2012,Sunday,سکه امامی,6480000
1391-02-18,5/7/2012,Monday,سکه امامی,6460000
1391-02-19,5/8/2012,Tuesday,سکه امامی,6300000
1391-02-20,5/9/2012,Wednesday,سکه امامی,6110000
1391-02-22,5/11/2012,Friday,سکه امامی,6000000
1391-02-23,5/12/2012,Saturday,سکه امامی,6080000
1391-02-24,5/13/2012,Sunday,سکه امامی,6280000
1391-02-25,5/14/2012,Monday,سکه امامی,6400000
1391-02-26,5/15/2012,Tuesday,سکه امامی,6280000
1391-02-27,5/16/2012,Wednesday,سکه امامی,6420000
1391-02-29,5/18/2012,Friday,سکه امامی,6500000
1391-02-30,5/19/2012,Saturday,سکه امامی,6500000
1391-02-31,5/20/2012,Sunday,سکه امامی,6480000
1391-03-01,5/21/2012,Monday,سکه امامی,6350000
1391-03-02,5/22/2012,Tuesday,سکه امامی,6330000
1391-03-03,5/23/2012,Wednesday,سکه امامی,6650000
1391-03-05,5/25/2012,Friday,سکه امامی,6660000
1391-03-06,5/26/2012,Saturday,سکه امامی,6500000
1391-03-07,5/27/2012,Sunday,سکه امامی,6580000
1391-03-08,5/28/2012,Monday,سکه امامی,6640000
1391-03-09,5/29/2012,Tuesday,سکه امامی,6580000
1391-03-10,5/30/2012,Wednesday,سکه امامی,6600000
1391-03-12,6/1/2012,Friday,سکه امامی,6820000
1391-03-15,6/4/2012,Monday,سکه امامی,6690000
1391-03-16,6/5/2012,Tuesday,سکه امامی,6730000
1391-03-17,6/6/2012,Wednesday,سکه امامی,6800000
1391-03-19,6/8/2012,Friday,سکه امامی,6810000
1391-03-20,6/9/2012,Saturday,سکه امامی,6870000
1391-03-21,6/10/2012,Sunday,سکه امامی,6850000
1391-03-22,6/11/2012,Monday,سکه امامی,6765000
1391-03-23,6/12/2012,Tuesday,سکه امامی,6710000
1391-03-24,6/13/2012,Wednesday,سکه امامی,6765000
1391-03-26,6/15/2012,Friday,سکه امامی,6810000
1391-03-27,6/16/2012,Saturday,سکه امامی,6855000
1391-03-29,6/18/2012,Monday,سکه امامی,6885000
1391-03-30,6/19/2012,Tuesday,سکه امامی,6915000
1391-03-31,6/20/2012,Wednesday,سکه امامی,6885000
1391-04-02,6/22/2012,Friday,سکه امامی,6940000
1391-04-03,6/23/2012,Saturday,سکه امامی,7050000
1391-04-04,6/24/2012,Sunday,سکه امامی,7030000
1391-04-05,6/25/2012,Monday,سکه امامی,7190000
1391-04-06,6/26/2012,Tuesday,سکه امامی,7290000
1391-04-07,6/27/2012,Wednesday,سکه امامی,7760000
1391-04-08,6/28/2012,Thursday,سکه امامی,7700000
1391-04-09,6/29/2012,Friday,سکه امامی,7630000
1391-04-10,6/30/2012,Saturday,سکه امامی,7410000
1391-04-11,7/1/2012,Sunday,سکه امامی,7280000
1391-04-12,7/2/2012,Monday,سکه امامی,7530000
1391-04-13,7/3/2012,Tuesday,سکه امامی,7450000
1391-04-16,7/6/2012,Friday,سکه امامی,7290000
1391-04-17,7/7/2012,Saturday,سکه امامی,7120000
1391-04-18,7/8/2012,Sunday,سکه امامی,7100000
1391-04-19,7/9/2012,Monday,سکه امامی,7240000
1391-04-20,7/10/2012,Tuesday,سکه امامی,7110000
1391-04-21,7/11/2012,Wednesday,سکه امامی,7120000
1391-04-23,7/13/2012,Friday,سکه امامی,7130000
1391-04-24,7/14/2012,Saturday,سکه امامی,7050000
1391-04-25,7/15/2012,Sunday,سکه امامی,7100000
1391-04-26,7/16/2012,Monday,سکه امامی,7090000
1391-04-27,7/17/2012,Tuesday,سکه امامی,7080000
1391-04-28,7/18/2012,Wednesday,سکه امامی,7055000
1391-04-30,7/20/2012,Friday,سکه امامی,7020000
1391-04-31,7/21/2012,Saturday,سکه امامی,6960000
1391-05-01,7/22/2012,Sunday,سکه امامی,6990000
1391-05-02,7/23/2012,Monday,سکه امامی,7110000
1391-05-03,7/24/2012,Tuesday,سکه امامی,7180000
1391-05-04,7/25/2012,Wednesday,سکه امامی,7370000
1391-05-06,7/27/2012,Friday,سکه امامی,7380000
1391-05-07,7/28/2012,Saturday,سکه امامی,7280000
1391-05-08,7/29/2012,Sunday,سکه امامی,7350000
1391-05-09,7/30/2012,Monday,سکه امامی,7400000
1391-05-10,7/31/2012,Tuesday,سکه امامی,7430000
1391-05-11,8/1/2012,Wednesday,سکه امامی,7460000
1391-05-13,8/3/2012,Friday,سکه امامی,7390000
1391-05-14,8/4/2012,Saturday,سکه امامی,7490000
1391-05-15,8/5/2012,Sunday,سکه امامی,7680000
1391-05-16,8/6/2012,Monday,سکه امامی,7840000
1391-05-17,8/7/2012,Tuesday,سکه امامی,7630000
1391-05-18,8/8/2012,Wednesday,سکه امامی,7670000
1391-05-20,8/10/2012,Friday,سکه امامی,7840000
1391-05-21,8/11/2012,Saturday,سکه امامی,7920000
1391-05-22,8/12/2012,Sunday,سکه امامی,7890000
1391-05-23,8/13/2012,Monday,سکه امامی,7845000
1391-05-24,8/14/2012,Tuesday,سکه امامی,7770000
1391-05-25,8/15/2012,Wednesday,سکه امامی,7850000
1391-05-27,8/17/2012,Friday,سکه امامی,7860000
1391-05-30,8/20/2012,Monday,سکه امامی,7960000
1391-05-31,8/21/2012,Tuesday,سکه امامی,8050000
1391-06-01,8/22/2012,Wednesday,سکه امامی,8265000
1391-06-03,8/24/2012,Friday,سکه امامی,8430000
1391-06-04,8/25/2012,Saturday,سکه امامی,8340000
1391-06-05,8/26/2012,Sunday,سکه امامی,8380000
1391-06-06,8/27/2012,Monday,سکه امامی,8350000
1391-06-07,8/28/2012,Tuesday,سکه امامی,8360000
1391-06-10,8/31/2012,Friday,سکه امامی,8380000
1391-06-11,9/1/2012,Saturday,سکه امامی,8330000
1391-06-12,9/2/2012,Sunday,سکه امامی,8370000
1391-06-13,9/3/2012,Monday,سکه امامی,8400000
1391-06-14,9/4/2012,Tuesday,سکه امامی,8550000
1391-06-15,9/5/2012,Wednesday,سکه امامی,8630000
1391-06-17,9/7/2012,Friday,سکه امامی,9080000
1391-06-18,9/8/2012,Saturday,سکه امامی,9450000
1391-06-19,9/9/2012,Sunday,سکه امامی,9360000
1391-06-20,9/10/2012,Monday,سکه امامی,9290000
1391-06-22,9/12/2012,Wednesday,سکه امامی,9140000
1391-06-24,9/14/2012,Friday,سکه امامی,9420000
1391-06-25,9/15/2012,Saturday,سکه امامی,9420000
1391-06-26,9/16/2012,Sunday,سکه امامی,9540000
1391-06-27,9/17/2012,Monday,سکه امامی,9340000
1391-06-28,9/18/2012,Tuesday,سکه امامی,9490000
1391-06-29,9/19/2012,Wednesday,سکه امامی,9500000
1391-06-31,9/21/2012,Friday,سکه امامی,9700000
1391-07-01,9/22/2012,Saturday,سکه امامی,9780000
1391-07-02,9/23/2012,Sunday,سکه امامی,10110000
1391-07-03,9/24/2012,Monday,سکه امامی,10290000
1391-07-04,9/25/2012,Tuesday,سکه امامی,10490000
1391-07-05,9/26/2012,Wednesday,سکه امامی,10700000
1391-07-07,9/28/2012,Friday,سکه امامی,11320000
1391-07-08,9/29/2012,Saturday,سکه امامی,11670000
1391-07-09,9/30/2012,Sunday,سکه امامی,13450000
1391-07-10,10/1/2012,Monday,سکه امامی,13500000
1391-07-18,10/9/2012,Tuesday,سکه امامی,12800000
1391-07-19,10/10/2012,Wednesday,سکه امامی,12830000
1391-07-21,10/12/2012,Friday,سکه امامی,13100000
1391-07-24,10/15/2012,Monday,سکه امامی,14200000
1391-07-25,10/16/2012,Tuesday,سکه امامی,14980000
1391-07-29,10/20/2012,Saturday,سکه امامی,13860000
1391-07-30,10/21/2012,Sunday,سکه امامی,13200000
1391-08-01,10/22/2012,Monday,سکه امامی,12500000
1391-08-02,10/23/2012,Tuesday,سکه امامی,13000000
1391-08-03,10/24/2012,Wednesday,سکه امامی,13050000
1391-08-05,10/26/2012,Friday,سکه امامی,12730000
1391-08-06,10/27/2012,Saturday,سکه امامی,12950000
1391-08-07,10/28/2012,Sunday,سکه امامی,13050000
1391-08-08,10/29/2012,Monday,سکه امامی,12770000
1391-08-09,10/30/2012,Tuesday,سکه امامی,12670000
1391-08-10,10/31/2012,Wednesday,سکه امامی,12650000
1391-08-13,11/3/2012,Saturday,سکه امامی,11450000
1391-08-14,11/4/2012,Sunday,سکه امامی,11930000
1391-08-15,11/5/2012,Monday,سکه امامی,12450000
1391-08-16,11/6/2012,Tuesday,سکه امامی,12420000
1391-08-17,11/7/2012,Wednesday,سکه امامی,12170000
1391-08-19,11/9/2012,Friday,سکه امامی,12320000
1391-08-20,11/10/2012,Saturday,سکه امامی,12210000
1391-08-21,11/11/2012,Sunday,سکه امامی,12100000
1391-08-22,11/12/2012,Monday,سکه امامی,11600000
1391-08-23,11/13/2012,Tuesday,سکه امامی,11720000
1391-08-24,11/14/2012,Wednesday,سکه امامی,11630000
1391-08-26,11/16/2012,Friday,سکه امامی,11300000
1391-08-27,11/17/2012,Saturday,سکه امامی,11080000
1391-08-28,11/18/2012,Sunday,سکه امامی,10940000
1391-08-29,11/19/2012,Monday,سکه امامی,10770000
1391-08-30,11/20/2012,Tuesday,سکه امامی,11280000
1391-09-01,11/21/2012,Wednesday,سکه امامی,11550000
1391-09-05,11/25/2012,Sunday,سکه امامی,11600000
1391-09-06,11/26/2012,Monday,سکه امامی,11430000
1391-09-07,11/27/2012,Tuesday,سکه امامی,11410000
1391-09-08,11/28/2012,Wednesday,سکه امامی,11510000
1391-09-10,11/30/2012,Friday,سکه امامی,11950000
1391-09-11,12/1/2012,Saturday,سکه امامی,11770000
1391-09-12,12/2/2012,Sunday,سکه امامی,11820000
1391-09-13,12/3/2012,Monday,سکه امامی,11720000
1391-09-14,12/4/2012,Tuesday,سکه امامی,11930000
1391-09-15,12/5/2012,Wednesday,سکه امامی,12020000
1391-09-17,12/7/2012,Friday,سکه امامی,11800000
1391-09-18,12/8/2012,Saturday,سکه امامی,11850000
1391-09-19,12/9/2012,Sunday,سکه امامی,12050000
1391-09-20,12/10/2012,Monday,سکه امامی,11980000
1391-09-21,12/11/2012,Tuesday,سکه امامی,12140000
1391-09-22,12/12/2012,Wednesday,سکه امامی,12080000
1391-09-24,12/14/2012,Friday,سکه امامی,11900000
1391-09-25,12/15/2012,Saturday,سکه امامی,11950000
1391-09-26,12/16/2012,Sunday,سکه امامی,12050000
1391-09-27,12/17/2012,Monday,سکه امامی,12500000
1391-09-28,12/18/2012,Tuesday,سکه امامی,12200000
1391-09-29,12/19/2012,Wednesday,سکه امامی,12290000
1391-10-01,12/21/2012,Friday,سکه امامی,12430000
1391-10-02,12/22/2012,Saturday,سکه امامی,12830000
1391-10-03,12/23/2012,Sunday,سکه امامی,13460000
1391-10-04,12/24/2012,Monday,سکه امامی,12930000
1391-10-05,12/25/2012,Tuesday,سکه امامی,12800000
1391-10-06,12/26/2012,Wednesday,سکه امامی,12870000
1391-10-08,12/28/2012,Friday,سکه امامی,12460000
1391-10-09,12/29/2012,Saturday,سکه امامی,12600000
1391-10-10,12/30/2012,Sunday,سکه امامی,12700000
1391-10-11,12/31/2012,Monday,سکه امامی,12700000
1391-10-12,1/1/2013,Tuesday,سکه امامی,12900000
1391-10-15,1/4/2013,Friday,سکه امامی,12760000
1391-10-16,1/5/2013,Saturday,سکه امامی,12750000
1391-10-17,1/6/2013,Sunday,سکه امامی,12740000
1391-10-18,1/7/2013,Monday,سکه امامی,12900000
1391-10-19,1/8/2013,Tuesday,سکه امامی,12920000
1391-10-20,1/9/2013,Wednesday,سکه امامی,12970000
1391-10-23,1/12/2013,Saturday,سکه امامی,12980000
1391-10-24,1/13/2013,Sunday,سکه امامی,13040000
1391-10-25,1/14/2013,Monday,سکه امامی,13270000
1391-10-26,1/15/2013,Tuesday,سکه امامی,13200000
1391-10-27,1/16/2013,Wednesday,سکه امامی,13190000
1391-10-29,1/18/2013,Friday,سکه امامی,13500000
1391-10-30,1/19/2013,Saturday,سکه امامی,13860000
1391-11-01,1/20/2013,Sunday,سکه امامی,14290000
1391-11-02,1/21/2013,Monday,سکه امامی,14340000
1391-11-03,1/22/2013,Tuesday,سکه امامی,14180000
1391-11-04,1/23/2013,Wednesday,سکه امامی,13920000
1391-11-06,1/25/2013,Friday,سکه امامی,14340000
1391-11-07,1/26/2013,Saturday,سکه امامی,14470000
1391-11-08,1/27/2013,Sunday,سکه امامی,14670000
1391-11-10,1/29/2013,Tuesday,سکه امامی,14980000
1391-11-11,1/30/2013,Wednesday,سکه امامی,15600000
1391-11-13,2/1/2013,Friday,سکه امامی,15300000
1391-11-14,2/2/2013,Saturday,سکه امامی,15300000
1391-11-15,2/3/2013,Sunday,سکه امامی,15450000
1391-11-16,2/4/2013,Monday,سکه امامی,14900000
1391-11-17,2/5/2013,Tuesday,سکه امامی,14730000
1391-11-18,2/6/2013,Wednesday,سکه امامی,14900000
1391-11-20,2/8/2013,Friday,سکه امامی,14900000
1391-11-22,2/10/2013,Sunday,سکه امامی,14350000
1391-11-23,2/11/2013,Monday,سکه امامی,14100000
1391-11-24,2/12/2013,Tuesday,سکه امامی,14150000
1391-11-25,2/13/2013,Wednesday,سکه امامی,14550000
1391-11-27,2/15/2013,Friday,سکه امامی,14370000
1391-11-28,2/16/2013,Saturday,سکه امامی,14110000
1391-11-29,2/17/2013,Sunday,سکه امامی,14260000
1391-11-30,2/18/2013,Monday,سکه امامی,14290000
1391-12-01,2/19/2013,Tuesday,سکه امامی,14130000
1391-12-02,2/20/2013,Wednesday,سکه امامی,13980000
1391-12-04,2/22/2013,Friday,سکه امامی,13980000
1391-12-05,2/23/2013,Saturday,سکه امامی,14080000
1391-12-06,2/24/2013,Sunday,سکه امامی,14420000
1391-12-07,2/25/2013,Monday,سکه امامی,14900000
1391-12-08,2/26/2013,Tuesday,سکه امامی,14620000
1391-12-09,2/27/2013,Wednesday,سکه امامی,14450000
1391-12-11,3/1/2013,Friday,سکه امامی,13950000
1391-12-12,3/2/2013,Saturday,سکه امامی,13800000
1391-12-13,3/3/2013,Sunday,سکه امامی,13160000
1391-12-14,3/4/2013,Monday,سکه امامی,13620000
