J-Date,Date,Weekday,Symbol,High,Low
1391-10-29,1/18/2013,Friday,سکه امامی,13600000,13280000
1391-10-30,1/19/2013,Saturday,سکه امامی,13950000,13600000
1391-11-01,1/20/2013,Sunday,سکه امامی,14350000,14070000
1391-11-02,1/21/2013,Monday,سکه امامی,14600000,14100000
1391-11-03,1/22/2013,Tuesday,سکه امامی,14290000,14150000
1391-11-04,1/23/2013,Wednesday,سکه امامی,14030000,13900000
1391-11-06,1/25/2013,Friday,سکه امامی,14350000,13950000
1391-11-07,1/26/2013,Saturday,سکه امامی,14730000,14470000
1391-11-08,1/27/2013,Sunday,سکه امامی,14680000,14550000
1391-11-10,1/29/2013,Tuesday,سکه امامی,15000000,14700000
1391-11-11,1/30/2013,Wednesday,سکه امامی,15600000,15250000
1391-11-13,2/1/2013,Friday,سکه امامی,15620000,14850000
1391-11-14,2/2/2013,Saturday,سکه امامی,15300000,14900000
1391-11-15,2/3/2013,Sunday,سکه امامی,15520000,15180000
1391-11-16,2/4/2013,Monday,سکه امامی,15690000,14900000
1391-11-17,2/5/2013,Tuesday,سکه امامی,14800000,14130000
1391-11-18,2/6/2013,Wednesday,سکه امامی,15330000,14700000
1391-11-20,2/8/2013,Friday,سکه امامی,14970000,14830000
1391-11-22,2/10/2013,Sunday,سکه امامی,14800000,14300000
1391-11-23,2/11/2013,Monday,سکه امامی,14570000,14100000
1391-11-24,2/12/2013,Tuesday,سکه امامی,14250000,13600000
1391-11-25,2/13/2013,Wednesday,سکه امامی,14570000,14400000
1391-11-27,2/15/2013,Friday,سکه امامی,14430000,14160000
1391-11-28,2/16/2013,Saturday,سکه امامی,14380000,14110000
1391-11-29,2/17/2013,Sunday,سکه امامی,14330000,14130000
1391-11-30,2/18/2013,Monday,سکه امامی,14490000,14290000
1391-12-01,2/19/2013,Tuesday,سکه امامی,14250000,14050000
1391-12-02,2/20/2013,Wednesday,سکه امامی,13980000,13880000
1391-12-04,2/22/2013,Friday,سکه امامی,14200000,13970000
1391-12-05,2/23/2013,Saturday,سکه امامی,14090000,13930000
1391-12-06,2/24/2013,Sunday,سکه امامی,14450000,14250000
1391-12-07,2/25/2013,Monday,سکه امامی,14950000,14570000
1391-12-08,2/26/2013,Tuesday,سکه امامی,15000000,14450000
1391-12-09,2/27/2013,Wednesday,سکه امامی,14560000,14440000
1391-12-11,3/1/2013,Friday,سکه امامی,14360000,13950000
1391-12-12,3/2/2013,Saturday,سکه امامی,13900000,13580000
1391-12-13,3/3/2013,Sunday,سکه امامی,13300000,12800000
1391-12-14,3/4/2013,Monday,سکه امامی,13750000,13250000
1391-12-15,3/5/2013,Tuesday,سکه امامی,14210000,13780000
1391-12-16,3/6/2013,Wednesday,سکه امامی,14350000,13950000
1391-12-18,3/8/2013,Friday,سکه امامی,13940000,13700000
1391-12-19,3/9/2013,Saturday,سکه امامی,13830000,13540000
1391-12-20,3/10/2013,Sunday,سکه امامی,14050000,13770000
1391-12-21,3/11/2013,Monday,سکه امامی,13840000,13740000
1391-12-22,3/12/2013,Tuesday,سکه امامی,13780000,13560000
1391-12-23,3/13/2013,Wednesday,سکه امامی,13600000,13440000
1391-12-25,3/15/2013,Friday,سکه امامی,13350000,12950000
1391-12-26,3/16/2013,Saturday,سکه امامی,13600000,13180000
1391-12-27,3/17/2013,Sunday,سکه امامی,13530000,13370000
1392-01-06,3/26/2013,Tuesday,سکه امامی,13700000,13700000
1392-01-07,3/27/2013,Wednesday,سکه امامی,13800000,13750000
1392-01-09,3/29/2013,Friday,سکه امامی,13750000,13650000
1392-01-10,3/30/2013,Saturday,سکه امامی,13580000,13530000
1392-01-13,4/2/2013,Tuesday,سکه امامی,13530000,13390000
1392-01-14,4/3/2013,Wednesday,سکه امامی,13470000,13450000
1392-01-16,4/5/2013,Friday,سکه امامی,13960000,13750000
1392-01-17,4/6/2013,Saturday,سکه امامی,14410000,14170000
1392-01-18,4/7/2013,Sunday,سکه امامی,14350000,14070000
1392-01-19,4/8/2013,Monday,سکه امامی,14270000,14140000
1392-01-20,4/9/2013,Tuesday,سکه امامی,14220000,14000000
1392-01-21,4/10/2013,Wednesday,سکه امامی,13900000,13820000
1392-01-23,4/12/2013,Friday,سکه امامی,13550000,13320000
1392-01-25,4/14/2013,Sunday,سکه امامی,13390000,13100000
1392-01-26,4/15/2013,Monday,سکه امامی,13180000,13070000
1392-01-27,4/16/2013,Tuesday,سکه امامی,13140000,13080000
1392-01-28,4/17/2013,Wednesday,سکه امامی,13130000,13090000
1392-01-30,4/19/2013,Friday,سکه امامی,13150000,12920000
1392-01-31,4/20/2013,Saturday,سکه امامی,13170000,12960000
1392-02-01,4/21/2013,Sunday,سکه امامی,13500000,13220000
1392-02-02,4/22/2013,Monday,سکه امامی,13400000,13260000
1392-02-03,4/23/2013,Tuesday,سکه امامی,13720000,13480000
1392-02-04,4/24/2013,Wednesday,سکه امامی,13850000,13690000
1392-02-06,4/26/2013,Friday,سکه امامی,13670000,13500000
1392-02-07,4/27/2013,Saturday,سکه امامی,13690000,13450000
1392-02-08,4/28/2013,Sunday,سکه امامی,13780000,13640000
1392-02-09,4/29/2013,Monday,سکه امامی,13680000,13560000
1392-02-10,4/30/2013,Tuesday,سکه امامی,13570000,13450000
1392-02-11,5/1/2013,Wednesday,سکه امامی,13470000,13370000
1392-02-13,5/3/2013,Friday,سکه امامی,13470000,13420000
1392-02-14,5/4/2013,Saturday,سکه امامی,13580000,13450000
1392-02-15,5/5/2013,Sunday,سکه امامی,13540000,13430000
1392-02-16,5/6/2013,Monday,سکه امامی,13370000,13290000
1392-02-17,5/7/2013,Tuesday,سکه امامی,13300000,13030000
1392-02-18,5/8/2013,Wednesday,سکه امامی,13180000,13120000
1392-02-20,5/10/2013,Friday,سکه امامی,13110000,12820000
1392-02-21,5/11/2013,Saturday,سکه امامی,13020000,12870000
1392-02-22,5/12/2013,Sunday,سکه امامی,13040000,12930000
1392-02-23,5/13/2013,Monday,سکه امامی,13150000,13000000
1392-02-24,5/14/2013,Tuesday,سکه امامی,12940000,12830000
1392-02-25,5/15/2013,Wednesday,سکه امامی,12850000,12720000
1392-02-27,5/17/2013,Friday,سکه امامی,12630000,12440000
1392-02-28,5/18/2013,Saturday,سکه امامی,12260000,11960000
1392-02-29,5/19/2013,Sunday,سکه امامی,12040000,11570000
1392-02-30,5/20/2013,Monday,سکه امامی,12570000,12200000
1392-02-31,5/21/2013,Tuesday,سکه امامی,13270000,12780000
1392-03-01,5/22/2013,Wednesday,سکه امامی,13080000,12910000
1392-03-03,5/24/2013,Friday,سکه امامی,13240000,12970000
1392-03-04,5/25/2013,Saturday,سکه امامی,13540000,13250000
1392-03-05,5/26/2013,Sunday,سکه امامی,13380000,13200000
1392-03-06,5/27/2013,Monday,سکه امامی,13440000,13340000
1392-03-07,5/28/2013,Tuesday,سکه امامی,13340000,13170000
1392-03-08,5/29/2013,Wednesday,سکه امامی,13200000,13080000
1392-03-09,5/30/2013,Thursday,سکه امامی,13210000,13210000
1392-03-10,5/31/2013,Friday,سکه امامی,13230000,13110000
1392-03-11,6/1/2013,Saturday,سکه امامی,13140000,12950000
1392-03-12,6/2/2013,Sunday,سکه امامی,13050000,12960000
1392-03-17,6/7/2013,Friday,سکه امامی,13080000,13030000
1392-03-18,6/8/2013,Saturday,سکه امامی,13040000,12890000
1392-03-19,6/9/2013,Sunday,سکه امامی,12880000,12780000
1392-03-20,6/10/2013,Monday,سکه امامی,12660000,12450000
1392-03-21,6/11/2013,Tuesday,سکه امامی,13050000,12660000
1392-03-22,6/12/2013,Wednesday,سکه امامی,13120000,13050000
1392-03-24,6/14/2013,Friday,سکه امامی,12680000,12000000
1392-03-25,6/15/2013,Saturday,سکه امامی,12680000,12380000
1392-03-26,6/16/2013,Sunday,سکه امامی,12570000,12280000
1392-03-27,6/17/2013,Monday,سکه امامی,12680000,12350000
1392-03-28,6/18/2013,Tuesday,سکه امامی,12250000,12030000
1392-03-29,6/19/2013,Wednesday,سکه امامی,11810000,11600000
1392-03-31,6/21/2013,Friday,سکه امامی,11640000,11080000
1392-04-01,6/22/2013,Saturday,سکه امامی,11300000,10380000
1392-04-02,6/23/2013,Sunday,سکه امامی,10980000,10980000
1392-04-03,6/24/2013,Monday,سکه امامی,11120000,10580000
1392-04-04,6/25/2013,Tuesday,سکه امامی,10930000,10660000
1392-04-05,6/26/2013,Wednesday,سکه امامی,11110000,10920000
1392-04-07,6/28/2013,Friday,سکه امامی,11070000,10860000
1392-04-08,6/29/2013,Saturday,سکه امامی,11120000,10960000
1392-04-09,6/30/2013,Sunday,سکه امامی,11480000,11320000
1392-04-10,7/1/2013,Monday,سکه امامی,11530000,11430000
1392-04-11,7/2/2013,Tuesday,سکه امامی,11420000,11250000
1392-04-12,7/3/2013,Wednesday,سکه امامی,11380000,11350000
1392-04-14,7/5/2013,Friday,سکه امامی,11150000,10920000
1392-04-15,7/6/2013,Saturday,سکه امامی,11060000,10825000
1392-04-16,7/7/2013,Sunday,سکه امامی,11050000,10950000
1392-04-17,7/8/2013,Monday,سکه امامی,11020000,10850000
1392-04-18,7/9/2013,Tuesday,سکه امامی,10880000,10800000
1392-04-19,7/10/2013,Wednesday,سکه امامی,11160000,11050000
1392-04-21,7/12/2013,Friday,سکه امامی,11040000,10870000
1392-04-22,7/13/2013,Saturday,سکه امامی,10940000,10810000
1392-04-23,7/14/2013,Sunday,سکه امامی,10930000,10840000
1392-04-24,7/15/2013,Monday,سکه امامی,10890000,10800000
1392-04-25,7/16/2013,Tuesday,سکه امامی,10810000,10680000
1392-04-26,7/17/2013,Wednesday,سکه امامی,10580000,10490000
1392-04-28,7/19/2013,Friday,سکه امامی,10370000,10120000
1392-04-29,7/20/2013,Saturday,سکه امامی,10230000,9980000
1392-04-30,7/21/2013,Sunday,سکه امامی,10400000,10280000
1392-04-31,7/22/2013,Monday,سکه امامی,10350000,10220000
1392-05-01,7/23/2013,Tuesday,سکه امامی,10430000,10240000
1392-05-02,7/24/2013,Wednesday,سکه امامی,10370000,10290000
1392-05-04,7/26/2013,Friday,سکه امامی,10510000,10340000
1392-05-05,7/27/2013,Saturday,سکه امامی,10660000,10530000
1392-05-06,7/28/2013,Sunday,سکه امامی,10590000,10490000
1392-05-08,7/30/2013,Tuesday,سکه امامی,10600000,10560000
1392-05-09,7/31/2013,Wednesday,سکه امامی,10610000,10550000
1392-05-11,8/2/2013,Friday,سکه امامی,11000000,10620000
1392-05-12,8/3/2013,Saturday,سکه امامی,10950000,10780000
1392-05-13,8/4/2013,Sunday,سکه امامی,10760000,10670000
1392-05-14,8/5/2013,Monday,سکه امامی,10620000,10570000
1392-05-15,8/6/2013,Tuesday,سکه امامی,10670000,10600000
1392-05-16,8/7/2013,Wednesday,سکه امامی,10730000,10680000
1392-05-18,8/9/2013,Friday,سکه امامی,10750000,10750000
1392-05-19,8/10/2013,Saturday,سکه امامی,10760000,10730000
1392-05-20,8/11/2013,Sunday,سکه امامی,10880000,10810000
1392-05-21,8/12/2013,Monday,سکه امامی,10750000,10630000
1392-05-22,8/13/2013,Tuesday,سکه امامی,10720000,10550000
1392-05-23,8/14/2013,Wednesday,سکه امامی,10750000,10630000
1392-05-25,8/16/2013,Friday,سکه امامی,10775000,10610000
1392-05-26,8/17/2013,Saturday,سکه امامی,10700000,10530000
1392-05-27,8/18/2013,Sunday,سکه امامی,10650000,10470000
1392-05-28,8/19/2013,Monday,سکه امامی,10410000,10180000
1392-05-29,8/20/2013,Tuesday,سکه امامی,10220000,10100000
1392-05-30,8/21/2013,Wednesday,سکه امامی,10360000,10260000
1392-06-01,8/23/2013,Friday,سکه امامی,10440000,10350000
1392-06-02,8/24/2013,Saturday,سکه امامی,10475000,10325000
1392-06-03,8/25/2013,Sunday,سکه امامی,10430000,10365000
1392-06-04,8/26/2013,Monday,سکه امامی,10750000,10400000
1392-06-05,8/27/2013,Tuesday,سکه امامی,11180000,10950000
1392-06-06,8/28/2013,Wednesday,سکه امامی,10910000,10740000
1392-06-08,8/30/2013,Friday,سکه امامی,11010000,10730000
1392-06-09,8/31/2013,Saturday,سکه امامی,10920000,10820000
1392-06-11,9/2/2013,Monday,سکه امامی,11035000,10865000
1392-06-12,9/3/2013,Tuesday,سکه امامی,11455000,11210000
1392-06-13,9/4/2013,Wednesday,سکه امامی,11470000,11320000
1392-06-15,9/6/2013,Friday,سکه امامی,11250000,11050000
1392-06-16,9/7/2013,Saturday,سکه امامی,11240000,11120000
1392-06-17,9/8/2013,Sunday,سکه امامی,11260000,11050000
1392-06-18,9/9/2013,Monday,سکه امامی,10910000,10620000
1392-06-19,9/10/2013,Tuesday,سکه امامی,10690000,10480000
1392-06-20,9/11/2013,Wednesday,سکه امامی,10400000,10300000
1392-06-22,9/13/2013,Friday,سکه امامی,10255000,10060000
1392-06-23,9/14/2013,Saturday,سکه امامی,10180000,10075000
1392-06-24,9/15/2013,Sunday,سکه امامی,9880000,9630000
1392-06-25,9/16/2013,Monday,سکه امامی,9830000,9500000
1392-06-26,9/17/2013,Tuesday,سکه امامی,9740000,9610000
1392-06-27,9/18/2013,Wednesday,سکه امامی,10080000,9970000
1392-06-29,9/20/2013,Friday,سکه امامی,9520000,9080000
1392-06-30,9/21/2013,Saturday,سکه امامی,9330000,9170000
1392-06-31,9/22/2013,Sunday,سکه امامی,9385000,9270000
1392-07-01,9/23/2013,Monday,سکه امامی,9270000,9180000
1392-07-02,9/24/2013,Tuesday,سکه امامی,9830000,9650000
1392-07-03,9/25/2013,Wednesday,سکه امامی,9790000,9710000
1392-07-05,9/27/2013,Friday,سکه امامی,9700000,9440000
1392-07-06,9/28/2013,Saturday,سکه امامی,9980000,9860000
1392-07-07,9/29/2013,Sunday,سکه امامی,9880000,9650000
1392-07-08,9/30/2013,Monday,سکه امامی,9840000,9700000
1392-07-09,10/1/2013,Tuesday,سکه امامی,9750000,9613000
1392-07-10,10/2/2013,Wednesday,سکه امامی,9710000,9650000
1392-07-12,10/4/2013,Friday,سکه امامی,9770000,9660000
1392-07-13,10/5/2013,Saturday,سکه امامی,9800000,9740000
1392-07-14,10/6/2013,Sunday,سکه امامی,9740000,9670000
1392-07-15,10/7/2013,Monday,سکه امامی,9770000,9700000
1392-07-16,10/8/2013,Tuesday,سکه امامی,9660000,9590000
1392-07-17,10/9/2013,Wednesday,سکه امامی,9625000,9560000
1392-07-19,10/11/2013,Friday,سکه امامی,9410000,9300000
1392-07-21,10/13/2013,Sunday,سکه امامی,9400000,9255000
1392-07-22,10/14/2013,Monday,سکه امامی,9400000,9310000
1392-07-24,10/16/2013,Wednesday,سکه امامی,9550000,9390000
1392-07-26,10/18/2013,Friday,سکه امامی,9580000,9550000
1392-07-27,10/19/2013,Saturday,سکه امامی,9560000,9540000
1392-07-28,10/20/2013,Sunday,سکه امامی,9580000,9475000
1392-07-29,10/21/2013,Monday,سکه امامی,9590000,9490000
1392-07-30,10/22/2013,Tuesday,سکه امامی,9580000,9520000
1392-08-01,10/23/2013,Wednesday,سکه امامی,9610000,9570000
1392-08-03,10/25/2013,Friday,سکه امامی,9710000,9650000
1392-08-04,10/26/2013,Saturday,سکه امامی,9680000,9630000
1392-08-05,10/27/2013,Sunday,سکه امامی,9710000,9605000
1392-08-06,10/28/2013,Monday,سکه امامی,9680000,9630000
1392-08-07,10/29/2013,Tuesday,سکه امامی,9700000,9640000
1392-08-08,10/30/2013,Wednesday,سکه امامی,9620000,9570000
1392-08-10,11/1/2013,Friday,سکه امامی,9520000,9480000
1392-08-11,11/2/2013,Saturday,سکه امامی,9570000,9490000
1392-08-12,11/3/2013,Sunday,سکه امامی,9570000,9490000
1392-08-13,11/4/2013,Monday,سکه امامی,9510000,9455000
1392-08-14,11/5/2013,Tuesday,سکه امامی,9490000,9450000
1392-08-15,11/6/2013,Wednesday,سکه امامی,9480000,9440000
1392-08-17,11/8/2013,Friday,سکه امامی,9280000,9170000
1392-08-18,11/9/2013,Saturday,سکه امامی,9320000,9240000
1392-08-19,11/10/2013,Sunday,سکه امامی,9300000,9260000
1392-08-20,11/11/2013,Monday,سکه امامی,9270000,9240000
1392-08-22,11/13/2013,Wednesday,سکه امامی,9290000,9290000
1392-08-24,11/15/2013,Friday,سکه امامی,9310000,9270000
1392-08-25,11/16/2013,Saturday,سکه امامی,9280000,9240000
1392-08-26,11/17/2013,Sunday,سکه امامی,9240000,9135000
1392-08-27,11/18/2013,Monday,سکه امامی,9170000,9065000
1392-08-28,11/19/2013,Tuesday,سکه امامی,9200000,9080000
1392-08-29,11/20/2013,Wednesday,سکه امامی,9050000,8970000
1392-09-01,11/22/2013,Friday,سکه امامی,8920000,8790000
1392-09-02,11/23/2013,Saturday,سکه امامی,8560000,8280000
1392-09-03,11/24/2013,Sunday,سکه امامی,8460000,8200000
1392-09-04,11/25/2013,Monday,سکه امامی,8700000,8570000
1392-09-05,11/26/2013,Tuesday,سکه امامی,8770000,8590000
1392-09-06,11/27/2013,Wednesday,سکه امامی,8685000,8550000
1392-09-08,11/29/2013,Friday,سکه امامی,8710000,8650000
1392-09-09,11/30/2013,Saturday,سکه امامی,8800000,8705000
1392-09-10,12/1/2013,Sunday,سکه امامی,8770000,8660000
1392-09-11,12/2/2013,Monday,سکه امامی,8580000,8490000
1392-09-12,12/3/2013,Tuesday,سکه امامی,8650000,8535000
1392-09-13,12/4/2013,Wednesday,سکه امامی,8690000,8550000
1392-09-15,12/6/2013,Friday,سکه امامی,8640000,8590000
1392-09-16,12/7/2013,Saturday,سکه امامی,8660000,8615000
1392-09-17,12/8/2013,Sunday,سکه امامی,8660000,8635000
1392-09-18,12/9/2013,Monday,سکه امامی,8840000,8700000
1392-09-19,12/10/2013,Tuesday,سکه امامی,8840000,8760000
1392-09-20,12/11/2013,Wednesday,سکه امامی,8775000,8630000
1392-09-22,12/13/2013,Friday,سکه امامی,8810000,8710000
1392-09-23,12/14/2013,Saturday,سکه امامی,8815000,8730000
1392-09-24,12/15/2013,Sunday,سکه امامی,8750000,8690000
1392-09-25,12/16/2013,Monday,سکه امامی,8740000,8700000
1392-09-26,12/17/2013,Tuesday,سکه امامی,8750000,8710000
1392-09-27,12/18/2013,Wednesday,سکه امامی,8670000,8580000
1392-09-29,12/20/2013,Friday,سکه امامی,8545000,8490000
1392-09-30,12/21/2013,Saturday,سکه امامی,8580000,8520000
1392-10-01,12/22/2013,Sunday,سکه امامی,8570000,8535000
1392-10-02,12/23/2013,Monday,سکه امامی,8580000,8520000
1392-10-03,12/24/2013,Tuesday,سکه امامی,8580000,8555000
1392-10-04,12/25/2013,Wednesday,سکه امامی,8670000,8580000
1392-10-06,12/27/2013,Friday,سکه امامی,8750000,8660000
1392-10-07,12/28/2013,Saturday,سکه امامی,8830000,8700000
1392-10-08,12/29/2013,Sunday,سکه امامی,8788000,8720000
1392-10-09,12/30/2013,Monday,سکه امامی,8710000,8610000
1392-10-10,12/31/2013,Tuesday,سکه امامی,8675000,8635000
1392-10-11,1/1/2014,Wednesday,سکه امامی,8722000,8695000
1392-10-13,1/3/2014,Friday,سکه امامی,8810000,8730000
1392-10-14,1/4/2014,Saturday,سکه امامی,8780000,8735000
1392-10-15,1/5/2014,Sunday,سکه امامی,8820000,8770000
1392-10-16,1/6/2014,Monday,سکه امامی,8805000,8770000
1392-10-17,1/7/2014,Tuesday,سکه امامی,8770000,8740000
1392-10-18,1/8/2014,Wednesday,سکه امامی,8755000,8730000
1392-10-20,1/10/2014,Friday,سکه امامی,8830000,8790000
1392-10-21,1/11/2014,Saturday,سکه امامی,8825000,8770000
1392-10-22,1/12/2014,Sunday,سکه امامی,8730000,8670000
1392-10-23,1/13/2014,Monday,سکه امامی,8770000,8710000
1392-10-24,1/14/2014,Tuesday,سکه امامی,8710000,8685000
1392-10-25,1/15/2014,Wednesday,سکه امامی,8707000,8675000
1392-10-27,1/17/2014,Friday,سکه امامی,8720000,8620000
1392-10-28,1/18/2014,Saturday,سکه امامی,8640000,8560000
1392-10-29,1/19/2014,Sunday,سکه امامی,8570000,8500000
1392-10-30,1/20/2014,Monday,سکه امامی,8620000,8560000
1392-11-01,1/21/2014,Tuesday,سکه امامی,8690000,8610000
1392-11-02,1/22/2014,Wednesday,سکه امامی,8680000,8600000
1392-11-04,1/24/2014,Friday,سکه امامی,8810000,8750000
1392-11-05,1/25/2014,Saturday,سکه امامی,8793000,8756000
1392-11-06,1/26/2014,Sunday,سکه امامی,8790000,8745000
1392-11-07,1/27/2014,Monday,سکه امامی,8762000,8738000
1392-11-08,1/28/2014,Tuesday,سکه امامی,8778000,8747000
1392-11-09,1/29/2014,Wednesday,سکه امامی,8755000,8675000
1392-11-10,1/30/2014,Thursday,سکه امامی,8713000,8670000
1392-11-11,1/31/2014,Friday,سکه امامی,8705000,8675000
1392-11-12,2/1/2014,Saturday,سکه امامی,8735000,8700000
1392-11-13,2/2/2014,Sunday,سکه امامی,8767000,8719000
1392-11-14,2/3/2014,Monday,سکه امامی,8770000,8746000
1392-11-15,2/4/2014,Tuesday,سکه امامی,8794000,8748500
1392-11-16,2/5/2014,Wednesday,سکه امامی,8790000,8768000
1392-11-17,2/6/2014,Thursday,سکه امامی,8827000,8790000
1392-11-18,2/7/2014,Friday,سکه امامی,8855000,8820000
1392-11-19,2/8/2014,Saturday,سکه امامی,8833000,8801000
1392-11-20,2/9/2014,Sunday,سکه امامی,8885000,8820000
1392-11-21,2/10/2014,Monday,سکه امامی,8968000,8897000
1392-11-22,2/11/2014,Tuesday,سکه امامی,9126000,8946000
1392-11-23,2/12/2014,Wednesday,سکه امامی,9145000,9036000
1392-11-24,2/13/2014,Thursday,سکه امامی,9310000,9170000
1392-11-25,2/14/2014,Friday,سکه امامی,9400000,9235000
1392-11-26,2/15/2014,Saturday,سکه امامی,9393000,9282000
1392-11-27,2/16/2014,Sunday,سکه امامی,9490000,9350000
1392-11-28,2/17/2014,Monday,سکه امامی,9450000,9362000
1392-11-29,2/18/2014,Tuesday,سکه امامی,9402000,9326000
1392-11-30,2/19/2014,Wednesday,سکه امامی,9385000,9320000
1392-12-01,2/20/2014,Thursday,سکه امامی,9428000,9395000
1392-12-02,2/21/2014,Friday,سکه امامی,9415000,9399000
1392-12-03,2/22/2014,Saturday,سکه امامی,9443000,9410000
1392-12-04,2/23/2014,Sunday,سکه امامی,9680000,9435000
1392-12-05,2/24/2014,Monday,سکه امامی,9917000,9660000
1392-12-06,2/25/2014,Tuesday,سکه امامی,9843000,9640000
1392-12-07,2/26/2014,Wednesday,سکه امامی,9680000,9590000
1392-12-08,2/27/2014,Thursday,سکه امامی,9700000,9620000
1392-12-09,2/28/2014,Friday,سکه امامی,9765000,9643000
1392-12-10,3/1/2014,Saturday,سکه امامی,9777000,9695000
1392-12-11,3/2/2014,Sunday,سکه امامی,10075000,9786000
1392-12-12,3/3/2014,Monday,سکه امامی,9900000,9695000
1392-12-13,3/4/2014,Tuesday,سکه امامی,9832000,9730000
1392-12-14,3/5/2014,Wednesday,سکه امامی,9835000,9732000
1392-12-15,3/6/2014,Thursday,سکه امامی,9825000,9755000
1392-12-16,3/7/2014,Friday,سکه امامی,9748000,9550000
1392-12-17,3/8/2014,Saturday,سکه امامی,9732000,9520000
1392-12-18,3/9/2014,Sunday,سکه امامی,9788000,9645000
1392-12-19,3/10/2014,Monday,سکه امامی,9890000,9730000
1392-12-20,3/11/2014,Tuesday,سکه امامی,9895000,9740000
1392-12-21,3/12/2014,Wednesday,سکه امامی,9810000,9760000
1392-12-22,3/13/2014,Thursday,سکه امامی,9850000,9783000
1392-12-23,3/14/2014,Friday,سکه امامی,9885000,9760000
1392-12-24,3/15/2014,Saturday,سکه امامی,9820000,9735000
1392-12-25,3/16/2014,Sunday,سکه امامی,9820000,9650000
1392-12-26,3/17/2014,Monday,سکه امامی,9630000,9535000
1392-12-27,3/18/2014,Tuesday,سکه امامی,9543000,9500000
1392-12-28,3/19/2014,Wednesday,سکه امامی,9550000,9510000
1392-12-29,3/20/2014,Thursday,سکه امامی,9570000,9550000
1393-01-03,3/23/2014,Sunday,سکه امامی,9530000,9480000
1393-01-04,3/24/2014,Monday,سکه امامی,9550000,9500000
1393-01-05,3/25/2014,Tuesday,سکه امامی,9540000,9510000
1393-01-06,3/26/2014,Wednesday,سکه امامی,9520000,9520000
1393-01-07,3/27/2014,Thursday,سکه امامی,9500000,9500000
1393-01-08,3/28/2014,Friday,سکه امامی,9480000,9450000
1393-01-09,3/29/2014,Saturday,سکه امامی,9450000,9440000
1393-01-10,3/30/2014,Sunday,سکه امامی,9450000,9430000
1393-01-11,3/31/2014,Monday,سکه امامی,9425000,9410000
1393-01-14,4/3/2014,Thursday,سکه امامی,9445000,9430000
1393-01-15,4/4/2014,Friday,سکه امامی,9500000,9455000
1393-01-16,4/5/2014,Saturday,سکه امامی,9460000,9413000
1393-01-17,4/6/2014,Sunday,سکه امامی,9475000,9400000
1393-01-18,4/7/2014,Monday,سکه امامی,9658000,9470000
1393-01-19,4/8/2014,Tuesday,سکه امامی,9770000,9595000
1393-01-20,4/9/2014,Wednesday,سکه امامی,9703000,9638000
1393-01-21,4/10/2014,Thursday,سکه امامی,9704000,9672000
1393-01-22,4/11/2014,Friday,سکه امامی,9750000,9638000
1393-01-23,4/12/2014,Saturday,سکه امامی,9790000,9728000
1393-01-24,4/13/2014,Sunday,سکه امامی,9900000,9808000
1393-01-25,4/14/2014,Monday,سکه امامی,9850000,9783000
1393-01-26,4/15/2014,Tuesday,سکه امامی,9845000,9760000
1393-01-27,4/16/2014,Wednesday,سکه امامی,9780000,9738000
1393-01-28,4/17/2014,Thursday,سکه امامی,9770000,9760000
1393-01-29,4/18/2014,Friday,سکه امامی,9820000,9765000
1393-01-30,4/19/2014,Saturday,سکه امامی,9820000,9778000
1393-01-31,4/20/2014,Sunday,سکه امامی,9857000,9725000
1393-02-01,4/21/2014,Monday,سکه امامی,10000000,9844000
1393-02-02,4/22/2014,Tuesday,سکه امامی,10080000,9910000
1393-02-03,4/23/2014,Wednesday,سکه امامی,9965000,9853000
1393-02-04,4/24/2014,Thursday,سکه امامی,9970000,9935000
1393-02-05,4/25/2014,Friday,سکه امامی,10150000,9945000
1393-02-06,4/26/2014,Saturday,سکه امامی,10460000,10115000
1393-02-07,4/27/2014,Sunday,سکه امامی,10450000,10164000
1393-02-08,4/28/2014,Monday,سکه امامی,10180000,10090000
1393-02-09,4/29/2014,Tuesday,سکه امامی,10210000,10090000
1393-02-10,4/30/2014,Wednesday,سکه امامی,10130000,10085000
1393-02-11,5/1/2014,Thursday,سکه امامی,10130000,10120000
1393-02-12,5/2/2014,Friday,سکه امامی,10300000,10200000
1393-02-13,5/3/2014,Saturday,سکه امامی,10240000,10130000
1393-02-14,5/4/2014,Sunday,سکه امامی,10195000,10130000
1393-02-15,5/5/2014,Monday,سکه امامی,10190000,10110000
1393-02-16,5/6/2014,Tuesday,سکه امامی,10130000,10037000
1393-02-17,5/7/2014,Wednesday,سکه امامی,9990000,9910000
1393-02-18,5/8/2014,Thursday,سکه امامی,9910000,9910000
1393-02-19,5/9/2014,Friday,سکه امامی,9910000,9770000
1393-02-20,5/10/2014,Saturday,سکه امامی,9770000,9670000
1393-02-21,5/11/2014,Sunday,سکه امامی,9850000,9685000
1393-02-22,5/12/2014,Monday,سکه امامی,9810000,9810000
1393-02-23,5/13/2014,Tuesday,سکه امامی,9930000,9780000
1393-02-24,5/14/2014,Wednesday,سکه امامی,9890000,9830000
1393-02-25,5/15/2014,Thursday,سکه امامی,9860000,9860000
1393-02-26,5/16/2014,Friday,سکه امامی,9990000,9920000
1393-02-27,5/17/2014,Saturday,سکه امامی,9930000,9835000
1393-02-28,5/18/2014,Sunday,سکه امامی,9940000,9910000
1393-02-29,5/19/2014,Monday,سکه امامی,9920000,9850000
